id,host_id,neighbourhood_cleansed,price_cleaned,Term
922096040952482561,402093105,Vadhana,6684.00,Short Term
703937491244227987,59984858,Vadhana,2324.00,Long Term
781476920559679605,491248720,Vadhana,100000.00,Short Term
933193726342324175,162647285,Vadhana,1692.00,Short Term
762570377422369324,46607005,Vadhana,1870.00,Short Term
771394698747163491,46607005,Vadhana,1870.00,Short Term
14415789,10477079,Vadhana,2000.00,Long Term
910808773988426637,514687093,Vadhana,1070.00,Short Term
810092682858043470,402093105,Vadhana,817.00,Short Term
44236422,356454166,Vadhana,4234.00,Short Term
883100355577906322,195534424,Vadhana,22857.00,Short Term
888166786792751386,195534424,Vadhana,22857.00,Short Term
894714244448256038,509678884,Vadhana,6238.00,Short Term
977990176406574323,406403381,Vadhana,2200.00,Short Term
42561184,130864644,Vadhana,3911.00,Short Term
968519225687137274,527632006,Vadhana,1360.00,Short Term
42561317,130864644,Vadhana,4298.00,Short Term
929287826949128093,406403381,Vadhana,4000.00,Short Term
950482596619603096,17505666,Vadhana,1690.00,Short Term
28598078,144766230,Vadhana,2200.00,Long Term
40386935,312184450,Vadhana,3300.00,Short Term
32365242,243019748,Vadhana,1200.00,Short Term
791703066217569441,5712202,Vadhana,12571.00,Short Term
20272879,70873439,Vadhana,720.00,Short Term
953565141642184866,511689959,Vadhana,1200.00,Short Term
978709918053224138,506075785,Vadhana,6849.00,Short Term
957620529701757325,295164261,Vadhana,1900.00,Short Term
980719476817487189,406403381,Vadhana,7200.00,Short Term
808404305264934413,46607005,Vadhana,1870.00,Short Term
810074238786559926,402093105,Vadhana,801.00,Short Term
42561603,130864644,Vadhana,18370.00,Short Term
874259798771484317,511027722,Vadhana,1531.00,Short Term
25917898,10305778,Vadhana,1066.00,Long Term
958430630068019021,402093105,Vadhana,6379.00,Short Term
914127731302900255,52161947,Vadhana,794.00,Short Term
984382074040526912,341472080,Vadhana,2160.00,Short Term
837301250437199010,406403381,Vadhana,7900.00,Short Term
913305029849540209,52161947,Vadhana,411.00,Short Term
944484550885005239,528145169,Vadhana,1120.00,Short Term
922146085658660415,506075785,Vadhana,6849.00,Short Term
967066011269117999,501920630,Vadhana,1500.00,Short Term
758361542766719124,485739642,Vadhana,850.00,Long Term
11387557,4654562,Vadhana,1428.00,Short Term
878152679513933983,501920630,Vadhana,3800.00,Short Term
24934432,107630297,Vadhana,1447.00,Short Term
42500052,338455179,Vadhana,2200.00,Short Term
934173450647520618,500703733,Vadhana,960.00,Long Term
7453764,12180406,Vadhana,2222.00,Short Term
958983404902619207,305194252,Vadhana,3510.00,Short Term
955677274136328425,501920630,Vadhana,3500.00,Short Term
42561563,130864644,Vadhana,12140.00,Short Term
961306524029082400,501920630,Vadhana,1700.00,Short Term
39544422,291249099,Vadhana,500.00,Short Term
790254404359398158,340188343,Vadhana,1163.00,Short Term
985361764040418048,267746594,Vadhana,1869.00,Long Term
918421251099592860,163279948,Vadhana,500.00,Short Term
810754879971155992,67585919,Vadhana,746.00,Long Term
46585063,41134268,Vadhana,1266.00,Long Term
790259260349098761,340188343,Vadhana,2326.00,Short Term
888187389353154704,318323843,Vadhana,1941.00,Short Term
918424395028457367,163279948,Vadhana,509.00,Short Term
982371459007758286,510890751,Vadhana,1629.00,Short Term
908399113572887144,518684045,Vadhana,1084.00,Short Term
864957704346986217,5984433,Vadhana,671.00,Short Term
34029149,54422142,Vadhana,4300.00,Long Term
43304627,340188343,Vadhana,573.00,Short Term
714221671498144409,406403381,Vadhana,4200.00,Short Term
937228767777770006,525360665,Vadhana,4600.00,Short Term
53762756,435435287,Vadhana,3800.00,Short Term
955710495553376321,501920630,Vadhana,1600.00,Short Term
820697425495663952,499779681,Vadhana,1500.00,Short Term
858298075650417141,507720514,Vadhana,950.00,Short Term
20272933,70873439,Vadhana,720.00,Short Term
984388170127606969,341472080,Vadhana,1640.00,Short Term
5672952,29413730,Vadhana,2000.00,Short Term
984581308821177695,538000441,Vadhana,2072.00,Short Term
40715700,215798558,Vadhana,1800.00,Short Term
786887582090252874,492272447,Vadhana,1213.00,Long Term
940405219060901419,267746594,Vadhana,2349.00,Short Term
666101623799827152,192980151,Vadhana,15000.00,Long Term
874294843387481735,511027722,Vadhana,1679.00,Short Term
13985779,83468697,Vadhana,2000.00,Short Term
44323779,86432372,Vadhana,5767.00,Short Term
883081624451462019,195534424,Vadhana,19964.00,Short Term
8375055,43240218,Vadhana,2000.00,Long Term
8679433,24330919,Vadhana,1500.00,Short Term
831102132324976535,483129982,Vadhana,3656.00,Short Term
43159374,252759762,Vadhana,720.00,Long Term
41890638,331239691,Vadhana,4415.00,Short Term
41893192,331239691,Vadhana,4783.00,Short Term
42780450,128843176,Vadhana,1410.00,Short Term
714034129326190129,295164261,Vadhana,949.00,Long Term
963643650590391310,501920630,Vadhana,1657.00,Short Term
979329734547449535,501920630,Vadhana,1700.00,Short Term
28705851,8444643,Vadhana,2500.00,Short Term
7876711,40650777,Vadhana,2628.00,Short Term
956248382697944616,254019777,Vadhana,6513.00,Short Term
21569807,80288810,Vadhana,2200.00,Short Term
10713446,31435492,Vadhana,2000.00,Short Term
38636528,295111616,Vadhana,450.00,Short Term
981865902640436954,505904135,Vadhana,975.00,Long Term
902608678378650675,45817527,Vadhana,1110.00,Short Term
39851321,265775228,Vadhana,3200.00,Short Term
928140710041339995,523666250,Vadhana,2000.00,Short Term
53835137,276418453,Vadhana,11000.00,Long Term
800296798151943287,495088516,Vadhana,2824.00,Short Term
856235727134350515,506389560,Vadhana,5836.00,Short Term
982972864621452400,517798960,Vadhana,2326.00,Short Term
891652723228496577,510737771,Vadhana,720.00,Short Term
899843838601621428,516497736,Vadhana,7840.00,Short Term
10734193,24340152,Vadhana,4500.00,Short Term
799708629326907045,8444643,Vadhana,4099.00,Short Term
981791131000514501,505904135,Vadhana,1100.00,Long Term
918431842380181033,163279948,Vadhana,4000.00,Short Term
790243419181374228,340188343,Vadhana,3204.00,Short Term
973518824878265745,90247826,Vadhana,688.00,Short Term
33294829,23547471,Vadhana,1200.00,Long Term
43571313,293575238,Vadhana,5425.00,Short Term
983790394480215675,517798960,Vadhana,2058.00,Short Term
53698592,9493877,Vadhana,969.00,Long Term
972068923401042780,577515,Vadhana,1650.00,Long Term
856817553521747952,45817527,Vadhana,1110.00,Short Term
944919264184133662,223120533,Vadhana,5428.00,Short Term
944834444210346232,223120533,Vadhana,16428.00,Short Term
12956580,32317869,Vadhana,599.00,Short Term
981791243449095024,505904135,Vadhana,1179.00,Long Term
36300894,33143134,Vadhana,1500.00,Short Term
923657233514270329,276418453,Vadhana,3300.00,Short Term
889674857337909359,510737771,Vadhana,5200.00,Short Term
53973346,416409384,Vadhana,1400.00,Short Term
916991832614926892,518322790,Vadhana,2000.00,Short Term
714148247203908725,449012324,Vadhana,1829.00,Short Term
907369256358401887,518444565,Vadhana,985.00,Short Term
801029352042496566,270215556,Vadhana,2000.00,Long Term
899954940753935503,254019777,Vadhana,760.00,Short Term
856216499781214625,506389560,Vadhana,5836.00,Short Term
938970192324874803,518322790,Vadhana,926.00,Short Term
881940249624681163,495139466,Vadhana,1199.00,Short Term
7527180,12800982,Vadhana,1900.00,Short Term
35048312,8678240,Vadhana,1500.00,Short Term
923083863279002208,518322790,Vadhana,800.00,Short Term
715859156672323590,212004527,Vadhana,1356.00,Short Term
848211623261488135,484194636,Vadhana,3000.00,Short Term
919937716501350232,521147782,Vadhana,850.00,Short Term
3428407,371834,Vadhana,1000.00,Short Term
39161923,230108404,Vadhana,1000.00,Short Term
838345418460884248,67585919,Vadhana,6051.00,Short Term
950373797767377549,472629393,Vadhana,1519.00,Short Term
28977988,218416427,Vadhana,2643.00,Short Term
832220967296510847,501283707,Vadhana,16991.00,Short Term
876500440286098894,511046193,Vadhana,6289.00,Short Term
640280646931123406,462161896,Vadhana,2499.00,Short Term
643163863333371846,462161896,Vadhana,3899.00,Short Term
874373620335904440,511046193,Vadhana,5949.00,Short Term
38574322,180067393,Vadhana,3600.00,Short Term
42378586,139338181,Vadhana,574.00,Short Term
952572591253488152,342652734,Vadhana,3150.00,Short Term
832189252428162207,501283707,Vadhana,5391.00,Short Term
932165803325341090,489654919,Vadhana,1286.00,Short Term
777893896869105651,186270866,Vadhana,1900.00,Short Term
40188241,10291140,Vadhana,1808.00,Long Term
980768588645803772,486989043,Vadhana,1591.00,Short Term
742229875837445643,484449343,Vadhana,3800.00,Long Term
24195379,3952621,Vadhana,1700.00,Short Term
29929011,225029109,Vadhana,2712.00,Short Term
12814756,69889907,Vadhana,1700.00,Long Term
13722609,80196677,Vadhana,1200.00,Short Term
27765902,209643432,Vadhana,21429.00,Short Term
843746402418829986,462161896,Vadhana,12000.00,Short Term
31605005,100972162,Vadhana,1280.00,Long Term
984494216479758352,485536928,Vadhana,934.00,Short Term
984490339535856542,485536928,Vadhana,971.00,Short Term
805769345045922927,186270866,Vadhana,1425.00,Short Term
11471899,60357735,Vadhana,800.00,Long Term
44452912,268516140,Vadhana,30000.00,Short Term
975237810455592039,100608435,Vadhana,1200.00,Short Term
984641235888874251,38782255,Vadhana,1249.00,Short Term
39708072,305194271,Vadhana,3200.00,Long Term
956324648593480897,471197676,Vadhana,7239.00,Short Term
12765905,42891041,Vadhana,1200.00,Long Term
914164970177453265,520109091,Vadhana,576.00,Short Term
28590474,215328104,Vadhana,10000.00,Short Term
860023444651006759,480120722,Vadhana,1900.00,Short Term
32428205,119085827,Vadhana,2000.00,Long Term
47012425,353550601,Vadhana,850.00,Short Term
888105754156621605,100608435,Vadhana,1000.00,Short Term
976949696332057558,11412655,Vadhana,4214.00,Short Term
914055574601508512,201677068,Vadhana,998.00,Short Term
832232583895615207,501283707,Vadhana,19891.00,Short Term
913533866794134513,201677068,Vadhana,869.00,Short Term
746849689458319396,26620868,Vadhana,3451.00,Short Term
777909601678163472,186270866,Vadhana,1900.00,Short Term
775738824204683321,489654919,Vadhana,1835.00,Short Term
979236417241917863,485536928,Vadhana,2004.00,Short Term
44256902,215328104,Vadhana,10000.00,Short Term
44256947,215328104,Vadhana,7000.00,Short Term
44256980,215328104,Vadhana,10000.00,Short Term
44257001,215328104,Vadhana,10000.00,Short Term
805778428362761234,186270866,Vadhana,2650.00,Short Term
28646310,163545528,Vadhana,18000.00,Short Term
764763782519346770,26620868,Vadhana,1190.00,Short Term
834389141127967832,138649185,Vadhana,2000.00,Short Term
964420742123663523,533050011,Vadhana,1906.00,Short Term
805709543265252343,186270866,Vadhana,1199.00,Short Term
44256880,215328104,Vadhana,10000.00,Short Term
912764951846303688,486989043,Vadhana,1590.00,Short Term
28590412,215328104,Vadhana,10000.00,Short Term
32392160,215328104,Vadhana,10000.00,Short Term
764984850512949014,26620868,Vadhana,1190.00,Short Term
835648179376710367,2541370,Vadhana,3145.00,Short Term
42422284,215328104,Vadhana,6000.00,Short Term
42422385,215328104,Vadhana,7000.00,Short Term
596693001181718980,183336592,Vadhana,1000.00,Long Term
833096090405079221,502417569,Vadhana,4611.00,Short Term
914168669673268710,314945555,Vadhana,1130.00,Short Term
929939928321088255,292494115,Vadhana,1710.00,Short Term
37510076,54002661,Vadhana,1000.00,Short Term
14135192,85293046,Vadhana,4000.00,Short Term
48033808,138870859,Vadhana,700.00,Long Term
32028337,128943709,Vadhana,1350.00,Short Term
31867260,128943709,Vadhana,1450.00,Short Term
15712457,1509492,Vadhana,1938.00,Short Term
15506652,92596736,Vadhana,1171.00,Short Term
978837305042822025,502914284,Vadhana,6967.00,Short Term
964142117242303741,35842531,Vadhana,2100.00,Short Term
736372,3843977,Vadhana,2061.00,Long Term
939790075922331791,218032956,Vadhana,1466.00,Short Term
855430911653631558,266647625,Vadhana,2600.00,Short Term
747422309139371926,182897474,Vadhana,3500.00,Short Term
857722046343420529,180665650,Vadhana,26010.00,Short Term
6639879,24897510,Vadhana,2357.00,Short Term
39588424,113338135,Vadhana,5500.00,Short Term
40269025,252076709,Vadhana,2160.00,Short Term
928673399766416896,314945555,Vadhana,1053.00,Short Term
868331772674729070,182897474,Vadhana,24000.00,Short Term
959244718733572377,4877320,Vadhana,4900.00,Short Term
967065289674242466,185602387,Vadhana,4457.00,Short Term
935135562110378879,521531953,Vadhana,4821.00,Short Term
914261478111037401,314945555,Vadhana,764.00,Short Term
932139843297094310,292494115,Vadhana,2100.00,Short Term
682786993100060750,52319073,Vadhana,1500.00,Short Term
48893198,380069781,Vadhana,3800.00,Short Term
965695639896195137,411452860,Vadhana,1050.00,Long Term
48892828,380069781,Vadhana,2800.00,Short Term
946712963611439000,517256318,Vadhana,1363.00,Short Term
706112432468892731,309401240,Vadhana,7500.00,Short Term
734432587620248046,184253580,Vadhana,1500.00,Short Term
39358222,302314195,Vadhana,3000.00,Short Term
6400420,32918761,Vadhana,2000.00,Short Term
40211393,159896045,Vadhana,1100.00,Short Term
959637129326936840,115761116,Vadhana,2500.00,Short Term
48893709,380069781,Vadhana,1200.00,Short Term
830091741981942924,250009692,Vadhana,1600.00,Short Term
845782664801407141,502914284,Vadhana,6967.00,Short Term
40692770,55514474,Vadhana,1500.00,Short Term
914182361524760056,375241276,Vadhana,5000.00,Long Term
9478910,49130820,Vadhana,1999.00,Short Term
41654555,328656645,Vadhana,9000.00,Long Term
14794318,92400185,Vadhana,3800.00,Short Term
945146057596162150,163279948,Vadhana,1440.00,Short Term
29195282,219991682,Vadhana,1550.00,Short Term
932105337148171858,292494115,Vadhana,1710.00,Short Term
23755545,35525261,Vadhana,8400.00,Short Term
14478285,89279775,Vadhana,39900.00,Short Term
970126168145576810,500256266,Vadhana,1955.00,Short Term
932110063756103073,292494115,Vadhana,1800.00,Short Term
959135729723348458,501920630,Vadhana,1700.00,Short Term
984781399454962928,538000441,Vadhana,2160.00,Short Term
37549207,31702841,Vadhana,1500.00,Long Term
791176593013931574,340188343,Vadhana,600.00,Short Term
853194212709963701,435435287,Vadhana,3800.00,Short Term
849723541226405543,501920630,Vadhana,1700.00,Short Term
970036683305668052,501920630,Vadhana,1214.00,Short Term
810730717598235835,67585919,Vadhana,746.00,Long Term
810748940400377872,67585919,Vadhana,831.00,Long Term
810756683793913399,67585919,Vadhana,746.00,Long Term
810761108676716425,67585919,Vadhana,746.00,Long Term
810766979462393914,67585919,Vadhana,746.00,Long Term
963795065585859554,501920630,Vadhana,1700.00,Short Term
880099476421565391,501920630,Vadhana,1671.00,Short Term
13350391,8444643,Vadhana,1300.00,Short Term
1453230,7795450,Vadhana,1758.00,Short Term
810809865330244824,67585919,Vadhana,842.00,Long Term
981987407138793446,530692525,Vadhana,2400.00,Short Term
48796034,380069781,Vadhana,1500.00,Short Term
30304072,95443817,Vadhana,1667.00,Long Term
684053613041036080,177483212,Vadhana,1400.00,Short Term
788727204562143261,492273748,Vadhana,1314.00,Short Term
701645002272198970,476740428,Vadhana,2242.00,Short Term
802446250475585413,262159208,Vadhana,476.00,Long Term
810738697235599737,67585919,Vadhana,831.00,Long Term
832203520411630176,501283707,Vadhana,14132.00,Short Term
832180384097590793,501283707,Vadhana,5176.00,Short Term
762676451460484100,26620868,Vadhana,6188.00,Short Term
3940735,20306441,Vadhana,3000.00,Short Term
787319731038467588,485413319,Vadhana,1080.00,Short Term
887400006546136390,224558252,Vadhana,1000.00,Long Term
983851118761829296,406403381,Vadhana,10500.00,Short Term
583285548081862470,88438520,Vadhana,700.00,Long Term
17732197,113019152,Vadhana,2665.00,Short Term
843170585779135969,434168399,Vadhana,10320.00,Short Term
860007190136553780,266647625,Vadhana,22400.00,Short Term
24257366,182913252,Vadhana,5000.00,Short Term
693729026239800487,475054684,Vadhana,3600.00,Short Term
714676626038048047,474260020,Vadhana,1200.00,Short Term
864207674003324283,474456973,Vadhana,1618.00,Long Term
12478453,29674773,Vadhana,351.00,Short Term
964262796625345734,402093105,Vadhana,1652.00,Short Term
804564936465578791,112236259,Vadhana,1886.00,Short Term
12180908,27627667,Vadhana,1100.00,Long Term
806349728375223982,25747986,Vadhana,750.00,Long Term
53482531,433084758,Vadhana,1500.00,Short Term
53537007,221784542,Vadhana,835.00,Short Term
615716068970653601,455923954,Vadhana,3600.00,Short Term
937304358843285818,434168399,Vadhana,2000.00,Short Term
43216367,112488564,Vadhana,1500.00,Short Term
783244982957650567,406403381,Vadhana,5300.00,Short Term
857668336799621726,506822982,Vadhana,1483.00,Short Term
937303697265370781,434168399,Vadhana,1625.00,Short Term
805640421555284959,434168399,Vadhana,5060.00,Short Term
896716300973131405,274026012,Vadhana,957.00,Short Term
849026727259174540,276781306,Vadhana,1080.00,Short Term
20949873,9496257,Vadhana,899.00,Short Term
18202755,44305808,Vadhana,1899.00,Short Term
640474254037866700,300923567,Vadhana,4000.00,Short Term
6874847,35923444,Vadhana,45000.00,Long Term
893938320520824046,44305808,Vadhana,2299.00,Short Term
967714110620521092,175239962,Vadhana,2100.00,Short Term
32028487,172962088,Vadhana,4230.00,Short Term
930940272841553019,434168399,Vadhana,1125.00,Short Term
41625484,25339764,Vadhana,1500.00,Short Term
