id,host_id,neighbourhood_cleansed,price_cleaned,Term
934572391232657593,434168399,Vadhana,2500.00,Short Term
54362450,240343545,Vadhana,3474.00,Long Term
933661323704013445,507583033,Vadhana,800.00,Short Term
982970193822346136,215327582,Vadhana,2150.00,Short Term
53840786,107548417,Vadhana,1209.00,Short Term
984483302211076378,485536928,Vadhana,2243.00,Short Term
943954313453254936,157729648,Vadhana,1100.00,Long Term
948818040191055774,157729648,Vadhana,499.00,Long Term
661331246102007657,98598351,Vadhana,5229.00,Short Term
943076839259140147,157729648,Vadhana,499.00,Short Term
43192197,343902392,Vadhana,933.00,Short Term
43190544,343895184,Vadhana,933.00,Short Term
7153111,36674059,Vadhana,3000.00,Long Term
973684241593017583,87638544,Vadhana,3500.00,Short Term
16784337,47256527,Vadhana,2000.00,Short Term
873778496429538621,486540021,Vadhana,1390.00,Short Term
893929650806764923,44305808,Vadhana,1999.00,Short Term
737430785188992724,483117990,Vadhana,3071.00,Short Term
737432035612688920,483117990,Vadhana,4157.00,Short Term
737435653904550439,483117990,Vadhana,5700.00,Short Term
737438283558817285,483117990,Vadhana,5357.00,Short Term
844077774254549701,306704320,Vadhana,1242.00,Short Term
7625178,39999413,Vadhana,65000.00,Long Term
11595277,58531222,Vadhana,1899.00,Short Term
920629232437964446,10005164,Vadhana,2900.00,Short Term
32679414,128943709,Vadhana,1320.00,Short Term
32053573,172962088,Vadhana,3680.00,Short Term
799846504090217537,115758511,Vadhana,2500.00,Short Term
53840063,107548417,Vadhana,1394.00,Short Term
786799504167986631,427878646,Vadhana,2000.00,Short Term
806281921784645382,434168399,Vadhana,4480.00,Short Term
922377148922262396,67585919,Vadhana,6111.00,Short Term
14903399,92902989,Vadhana,850.00,Short Term
669261147138209871,240343545,Vadhana,4000.00,Long Term
53470443,107548417,Vadhana,1397.00,Short Term
855407618645260503,266647625,Vadhana,2600.00,Short Term
737436304151595308,483117990,Vadhana,3814.00,Short Term
857639601275344065,506822982,Vadhana,1507.00,Short Term
962729217624540233,54745791,Vadhana,1700.00,Long Term
983833945878059989,312545246,Vadhana,1669.00,Short Term
53676612,434703117,Vadhana,1060.00,Long Term
937312938844910576,434168399,Vadhana,2500.00,Short Term
741812202998092927,434168399,Vadhana,6250.00,Short Term
843294738206531362,434168399,Vadhana,10320.00,Short Term
893933743218328193,44305808,Vadhana,1999.00,Short Term
26045746,160691786,Vadhana,4000.00,Short Term
20876542,149901659,Vadhana,3500.00,Short Term
653829756061036332,240343545,Vadhana,2011.00,Short Term
38706931,98598351,Vadhana,4100.00,Short Term
933191385981895349,434168399,Vadhana,1375.00,Short Term
979607140030449502,449817032,Vadhana,2800.00,Short Term
26267121,19359660,Vadhana,2500.00,Short Term
558893902848919171,267480571,Vadhana,4000.00,Short Term
893952663780803789,44305808,Vadhana,1099.00,Short Term
16785048,110913820,Vadhana,2700.00,Short Term
843308666091050598,434168399,Vadhana,4070.00,Short Term
933185787146577435,434168399,Vadhana,1125.00,Short Term
32049982,226941360,Vadhana,13099.00,Short Term
32050248,226941360,Vadhana,3697.00,Short Term
23793960,50986869,Vadhana,380.00,Short Term
978720779844631952,17416570,Vadhana,2560.00,Short Term
839759180579720515,380490348,Vadhana,1300.00,Short Term
785892679369172786,434168399,Vadhana,5000.00,Short Term
17722417,115280623,Vadhana,1500.00,Long Term
927309863417737518,434168399,Vadhana,2000.00,Short Term
964144889157262623,274026012,Vadhana,714.00,Short Term
814125947068438757,498322488,Vadhana,1627.00,Short Term
806263212215125690,434168399,Vadhana,4480.00,Short Term
25062410,171082741,Vadhana,2000.00,Short Term
934592276818746513,434168399,Vadhana,5625.00,Short Term
934695411056145074,434168399,Vadhana,4625.00,Short Term
39807192,104184812,Vadhana,3400.00,Short Term
945462566723627485,434168399,Vadhana,2500.00,Short Term
37301976,280818412,Vadhana,775.00,Short Term
934574830953586941,434168399,Vadhana,2500.00,Short Term
983662940057900285,439608948,Vadhana,1017.00,Long Term
33283633,236914034,Vadhana,2712.00,Short Term
772689590579529772,460683111,Vadhana,1700.00,Long Term
810221366388712082,168849919,Vadhana,1079.00,Long Term
16785518,111512711,Vadhana,590.00,Short Term
9517341,29493816,Vadhana,3799.00,Short Term
661298618900712752,98598351,Vadhana,3643.00,Short Term
934686336456568173,434168399,Vadhana,1875.00,Short Term
907770705833484021,332210528,Vadhana,2805.00,Short Term
16623043,30813577,Vadhana,10000.00,Long Term
12117194,60178359,Vadhana,1793.00,Short Term
945470374293473366,434168399,Vadhana,5625.00,Short Term
967786284679381863,45337934,Vadhana,1066.00,Short Term
11170722,52155080,Vadhana,1100.00,Long Term
30329172,226941360,Vadhana,111299.00,Short Term
22173614,136338270,Vadhana,2650.00,Short Term
42685153,337709866,Vadhana,13571.00,Long Term
17884455,115896124,Vadhana,2700.00,Short Term
817040850156017984,498984163,Vadhana,1916.00,Long Term
934691568400262398,434168399,Vadhana,2125.00,Short Term
772079736724150090,434168399,Vadhana,2350.00,Short Term
717010893404805619,434168399,Vadhana,5250.00,Short Term
930971326822233680,434168399,Vadhana,750.00,Short Term
25936805,171082741,Vadhana,2000.00,Short Term
928098400332613631,434168399,Vadhana,1750.00,Short Term
37130928,6906718,Vadhana,45000.00,Short Term
805664921836066641,434168399,Vadhana,5060.00,Short Term
934580863186095201,434168399,Vadhana,3500.00,Short Term
913807191294758673,294345312,Vadhana,2298.00,Short Term
952050837701344087,291522709,Vadhana,1184.00,Short Term
928088512540280173,434168399,Vadhana,1500.00,Short Term
25998585,171082741,Vadhana,9999.00,Short Term
958790130933879801,456752357,Vadhana,8100.00,Short Term
13257563,74607170,Vadhana,1000.00,Long Term
15661727,93667985,Vadhana,723.00,Short Term
958777218824893435,456752357,Vadhana,3840.00,Short Term
27380178,98598351,Vadhana,6257.00,Short Term
965555433932311626,274026012,Vadhana,1143.00,Long Term
15208923,6610171,Vadhana,2093.00,Short Term
937300192575764604,434168399,Vadhana,1625.00,Short Term
581831389771390612,449391368,Vadhana,2600.00,Long Term
934584405368869050,434168399,Vadhana,3500.00,Short Term
934578303839460310,434168399,Vadhana,2875.00,Short Term
964116073630095296,274026012,Vadhana,714.00,Short Term
933188022002804298,434168399,Vadhana,1375.00,Short Term
878673570864248230,161261144,Vadhana,1000.00,Short Term
958083841010918514,49683163,Vadhana,1040.00,Short Term
903363969357296905,94583961,Vadhana,2529.00,Short Term
969271027666829621,443851600,Vadhana,1600.00,Short Term
41754158,329858758,Vadhana,3200.00,Short Term
810009254573231733,402093105,Vadhana,816.00,Short Term
809999644029730762,402093105,Vadhana,828.00,Short Term
12474607,29674773,Vadhana,351.00,Short Term
922120899355933863,506075785,Vadhana,6684.00,Short Term
44383719,356454166,Vadhana,2287.00,Short Term
50532301,408287132,Vadhana,1000.00,Long Term
838939415898043839,402093105,Vadhana,1538.00,Short Term
27007974,378180502,Vadhana,1920.00,Short Term
762575767506058648,46607005,Vadhana,2050.00,Short Term
920079492517902567,521511571,Vadhana,520.00,Short Term
810054978192890525,402093105,Vadhana,767.00,Short Term
861499986488365361,94899359,Vadhana,2300.00,Short Term
876518139075853957,483532042,Vadhana,3651.00,Short Term
39190391,270442733,Vadhana,10000.00,Short Term
809990648904399726,402093105,Vadhana,817.00,Short Term
964273127040873157,402093105,Vadhana,1652.00,Short Term
964250298326892047,506075785,Vadhana,1652.00,Short Term
16757269,111206357,Vadhana,1600.00,Long Term
922050943590632096,402093105,Vadhana,6967.00,Short Term
913283001169277058,52161947,Vadhana,1344.00,Short Term
810051628821450467,402093105,Vadhana,787.00,Short Term
741186764745879006,406403381,Vadhana,3300.00,Short Term
37180823,270442733,Vadhana,2297.00,Short Term
43732552,51707041,Vadhana,1844.00,Short Term
837984134425168211,406403381,Vadhana,3600.00,Short Term
827184508448043286,406403381,Vadhana,7200.00,Short Term
922137140088013920,506075785,Vadhana,6684.00,Short Term
746123095423634519,481873202,Vadhana,2567.00,Short Term
42992226,342305342,Vadhana,2500.00,Short Term
866421839269438674,474260020,Vadhana,2490.00,Short Term
7846303,41346458,Vadhana,3617.00,Long Term
45916362,7433603,Vadhana,2000.00,Long Term
893956915360254873,9550104,Vadhana,2400.00,Long Term
956263412336841557,58130631,Vadhana,1843.00,Short Term
957970130728954077,456752357,Vadhana,3200.00,Short Term
809996989357134629,402093105,Vadhana,757.00,Short Term
12474561,29674773,Vadhana,351.00,Short Term
810071343583133012,402093105,Vadhana,817.00,Short Term
29884999,31379199,Vadhana,1000.00,Short Term
28090663,212195611,Vadhana,2749.00,Short Term
796294430378180048,469342486,Vadhana,8990.00,Short Term
810043859224098462,402093105,Vadhana,828.00,Short Term
810085968856011105,402093105,Vadhana,817.00,Short Term
842558911174864580,94899359,Vadhana,2250.00,Short Term
922139546080027745,506075785,Vadhana,6849.00,Short Term
1507375,8008449,Vadhana,2236.00,Short Term
737326747983185755,483532042,Vadhana,2391.00,Short Term
42560074,85017030,Vadhana,9500.00,Short Term
958448457314563166,402093105,Vadhana,1008.00,Long Term
964257731926302506,506075785,Vadhana,1652.00,Short Term
20610330,147299942,Vadhana,1500.00,Short Term
42843062,331260724,Vadhana,3495.00,Short Term
714154234581253511,474260020,Vadhana,1400.00,Short Term
169514,729617,Vadhana,1808.00,Long Term
891105796679346761,514660497,Vadhana,600.00,Short Term
866419929726724124,474260020,Vadhana,1360.00,Short Term
914146167664518944,52161947,Vadhana,794.00,Short Term
905504942705106827,437604060,Vadhana,760.00,Short Term
922075989653656148,402093105,Vadhana,6967.00,Short Term
983966331393259188,493412920,Vadhana,1800.00,Short Term
915459071951553692,341188013,Vadhana,883.00,Short Term
978699060500773972,402093105,Vadhana,6967.00,Short Term
980007067400445457,512558670,Vadhana,1713.00,Short Term
39219841,270442733,Vadhana,10000.00,Short Term
32862414,15699117,Vadhana,2300.00,Short Term
42560033,85017030,Vadhana,5919.00,Short Term
914116353740163853,52161947,Vadhana,869.00,Short Term
37267455,156272047,Vadhana,1266.00,Long Term
24900825,185307119,Vadhana,5427.00,Short Term
37269588,221316282,Vadhana,3227.00,Short Term
915443148317903620,341188013,Vadhana,670.00,Short Term
27266571,378180502,Vadhana,2062.00,Short Term
931660380365954902,220669958,Vadhana,20000.00,Short Term
14131068,27088172,Vadhana,2175.00,Long Term
959642028309188839,61333204,Vadhana,1476.00,Long Term
883610009716112013,23645246,Vadhana,1700.00,Short Term
810014842998868640,402093105,Vadhana,816.00,Short Term
922082515993189062,402093105,Vadhana,6401.00,Short Term
980845640697587698,276351420,Vadhana,990.00,Short Term
944936379312201359,223120533,Vadhana,14856.00,Short Term
972879122063837799,505904135,Vadhana,1129.00,Long Term
982567066645333305,505904135,Vadhana,880.00,Long Term
39159745,300399983,Vadhana,873.00,Short Term
856423944689994968,506389560,Vadhana,1475.00,Short Term
7527187,12800982,Vadhana,1275.00,Short Term
980017956480955412,512558670,Vadhana,2399.00,Short Term
16258662,4064238,Vadhana,1100.00,Long Term
16982464,113019152,Vadhana,2665.00,Short Term
876505588457568198,483532042,Vadhana,5861.00,Short Term
888966593067014702,506075785,Vadhana,794.00,Short Term
935891711204881725,36199099,Vadhana,2286.00,Short Term
945511803536996342,231054416,Vadhana,1018.00,Short Term
964260314919897405,506075785,Vadhana,1634.00,Short Term
7890624,41445233,Vadhana,2583.00,Long Term
2501026,12800982,Vadhana,1490.00,Short Term
28823403,217364264,Vadhana,1600.00,Short Term
861151761039692395,483129982,Vadhana,3480.00,Short Term
823614651447928367,218416427,Vadhana,2500.00,Short Term
852046763570632878,506389560,Vadhana,665.00,Short Term
42367457,139338181,Vadhana,574.00,Short Term
828698278376566344,406403381,Vadhana,4000.00,Short Term
981183400748134407,267746594,Vadhana,1393.00,Short Term
899556159455579626,8296611,Vadhana,1700.00,Short Term
17141568,70533182,Vadhana,420.00,Short Term
40120249,89941468,Vadhana,36166.00,Long Term
719354700685122605,406403381,Vadhana,3371.00,Short Term
45004650,363232735,Vadhana,1488.00,Short Term
3917160,20291792,Vadhana,3500.00,Short Term
810777551739050827,67585919,Vadhana,746.00,Long Term
44799826,290440466,Vadhana,1200.00,Long Term
22640495,68781711,Vadhana,6000.00,Short Term
897644221027241532,220893313,Vadhana,800.00,Long Term
944590944696614570,500254653,Vadhana,10000.00,Short Term
878649636935928559,505145566,Vadhana,1080.00,Short Term
810799445298348708,67585919,Vadhana,746.00,Long Term
932940823780305926,492273748,Vadhana,4500.00,Short Term
42341681,336776118,Vadhana,2922.00,Short Term
47068640,379959178,Vadhana,3998.00,Short Term
7777667,40835603,Vadhana,1643.00,Long Term
558239322437982236,181453003,Vadhana,1599.00,Long Term
922382641102644777,67585919,Vadhana,4794.00,Short Term
941878385227402872,489532900,Vadhana,586.00,Long Term
24856880,187908471,Vadhana,2500.00,Short Term
967877137842719131,23475505,Vadhana,1760.00,Short Term
984423420106085949,517798960,Vadhana,1680.00,Short Term
963482903214074201,491369548,Vadhana,639.00,Long Term
959676814382873834,506389560,Vadhana,1100.00,Short Term
907618554213927985,12418704,Vadhana,4000.00,Short Term
888174016939376559,195534424,Vadhana,19964.00,Short Term
16978060,27076746,Vadhana,800.00,Short Term
859169885510509749,181453003,Vadhana,2639.00,Short Term
964119982802008668,488977488,Vadhana,1200.00,Long Term
53534491,181453003,Vadhana,1999.00,Short Term
983786554462671542,517798960,Vadhana,1760.00,Short Term
42561395,130864644,Vadhana,4204.00,Short Term
938846404771928769,476903860,Vadhana,1074.00,Short Term
676006314460625894,20471469,Vadhana,3617.00,Short Term
983773338719031572,62257044,Vadhana,3429.00,Short Term
939993105006149762,223120533,Vadhana,32856.00,Short Term
631432463815613188,131374372,Vadhana,3040.00,Short Term
837988762761153971,406403381,Vadhana,7900.00,Short Term
982900264554832262,85035604,Vadhana,1000.00,Short Term
889649658895439206,3714303,Vadhana,1050.00,Short Term
42561255,130864644,Vadhana,3997.00,Short Term
35469623,266854764,Vadhana,1600.00,Short Term
932484805369034859,254019777,Vadhana,840.00,Short Term
888159085261578233,195534424,Vadhana,21700.00,Short Term
740934010525724692,181453003,Vadhana,1679.00,Short Term
42561464,130864644,Vadhana,4889.00,Short Term
762746521857654289,26620868,Vadhana,11424.00,Short Term
16012700,104114734,Vadhana,515.00,Long Term
832195917958323427,501283707,Vadhana,5677.00,Short Term
24291415,146377637,Vadhana,1700.00,Short Term
958383971460431546,527632006,Vadhana,2400.00,Short Term
22384509,2447574,Vadhana,3550.00,Short Term
39426276,226034588,Vadhana,4800.00,Short Term
934624376063731714,169407095,Vadhana,1099.00,Short Term
5889527,30584765,Vadhana,2000.00,Short Term
42561053,130864644,Vadhana,1780.00,Short Term
766413534227505553,26620868,Vadhana,1190.00,Short Term
666333066529783576,144701036,Vadhana,2000.00,Long Term
791257730306444636,186270866,Vadhana,750.00,Short Term
20904882,2447574,Vadhana,6672.00,Short Term
957223762447268259,17505666,Vadhana,2390.00,Short Term
932239287894190768,42572590,Vadhana,1440.00,Long Term
13421757,76501948,Vadhana,2000.00,Long Term
42561520,130864644,Vadhana,12140.00,Short Term
787405674410141210,406403381,Vadhana,10500.00,Short Term
981184369780984017,533050011,Vadhana,1857.00,Short Term
13196131,659899,Vadhana,1100.00,Long Term
16114466,105077234,Vadhana,5000.00,Short Term
946961869581127849,471197676,Vadhana,804.00,Short Term
984486957429824037,485536928,Vadhana,1404.00,Short Term
19757676,139405731,Vadhana,1195.00,Short Term
35079849,105922208,Vadhana,1520.00,Short Term
53884089,105411884,Vadhana,792.00,Short Term
967737436435976883,312545246,Vadhana,1643.00,Short Term
913571309085988674,201677068,Vadhana,869.00,Short Term
982579390482670633,221642164,Vadhana,8363.00,Short Term
33886651,54422142,Vadhana,3300.00,Long Term
929310654865506030,17505666,Vadhana,2990.00,Short Term
777316328573827074,485739642,Vadhana,1500.00,Long Term
44323709,86432372,Vadhana,3640.00,Short Term
967936180872654041,533050011,Vadhana,1531.00,Short Term
872372956966434173,176474464,Vadhana,3800.00,Short Term
736755999135848604,483408994,Vadhana,1950.00,Short Term
5232623,27080942,Vadhana,1500.00,Short Term
982298421210376314,505904135,Vadhana,2046.00,Long Term
982925260450158242,517798960,Vadhana,2235.00,Short Term
897382281017730052,47989731,Vadhana,1269.00,Short Term
17227849,104769188,Vadhana,4000.00,Short Term
650980703359131340,449012324,Vadhana,800.00,Short Term
883523137118599533,24898733,Vadhana,930.00,Short Term
563412732228417590,445296412,Vadhana,650.00,Long Term
932164274193959590,489654919,Vadhana,1975.00,Short Term
17135867,70533182,Vadhana,690.00,Short Term
7527513,12800982,Vadhana,1950.00,Long Term
800361688340239893,495088516,Vadhana,4275.00,Short Term
798187989309684900,491369548,Vadhana,1300.00,Short Term
809936291142401617,47425603,Vadhana,760.00,Short Term
28590418,215328104,Vadhana,10000.00,Short Term
28590455,215328104,Vadhana,10000.00,Short Term
930062981784706623,521147782,Vadhana,560.00,Short Term
39326529,226034588,Vadhana,5000.00,Short Term
812743773834640001,491369548,Vadhana,1600.00,Short Term
19578455,78026642,Vadhana,1850.00,Short Term
928857994714433539,486989043,Vadhana,1772.00,Short Term
579352028185046768,57683727,Vadhana,32800.00,Short Term
745211363051171118,484194636,Vadhana,1800.00,Short Term
13722824,80196677,Vadhana,1400.00,Short Term
983783537140047082,517798960,Vadhana,2215.00,Short Term
9687520,50037715,Vadhana,1387.00,Long Term
32321437,492505,Vadhana,1500.00,Long Term
891626154126594914,510737771,Vadhana,686.00,Short Term
976842220320592808,533050011,Vadhana,1771.00,Short Term
44256921,215328104,Vadhana,6000.00,Short Term
44256967,215328104,Vadhana,10000.00,Short Term
44256934,215328104,Vadhana,10000.00,Short Term
31601528,100972162,Vadhana,1400.00,Long Term
44257020,215328104,Vadhana,10000.00,Short Term
15011636,1655819,Vadhana,3000.00,Long Term
7429682,38506657,Vadhana,950.00,Long Term
53333679,30262097,Vadhana,2388.00,Short Term
778221033435610318,186270866,Vadhana,999.00,Short Term
805755672917416351,186270866,Vadhana,1299.00,Short Term
838795665279976399,103754510,Vadhana,6571.00,Short Term
45586240,303557305,Vadhana,1000.00,Long Term
35473995,221421935,Vadhana,1287.00,Long Term
44256892,215328104,Vadhana,10000.00,Short Term
984411703013589787,262923052,Vadhana,932.00,Short Term
53817816,24229896,Vadhana,4000.00,Short Term
973878070745871997,463694580,Vadhana,12857.00,Short Term
976131122587645900,517256318,Vadhana,1317.00,Short Term
41782045,325120378,Vadhana,2666.00,Short Term
695558624489942930,470904627,Vadhana,2500.00,Short Term
33680572,252076709,Vadhana,7643.00,Short Term
775288263101588828,186270866,Vadhana,1900.00,Short Term
943271236489018763,521531953,Vadhana,5571.00,Short Term
942381439913791596,51715335,Vadhana,19891.00,Short Term
17640458,119760815,Vadhana,1129.00,Long Term
43131750,343376969,Vadhana,1800.00,Short Term
961532383500601556,33524345,Vadhana,1440.00,Short Term
728762611707915609,26620868,Vadhana,1190.00,Short Term
35364097,184925002,Vadhana,6600.00,Short Term
791272568483760082,186270866,Vadhana,899.00,Short Term
928682749022452935,314945555,Vadhana,1721.00,Short Term
22594209,150767454,Vadhana,2000.00,Short Term
617873047355471250,324142230,Vadhana,1950.00,Long Term
35297015,265748040,Vadhana,3426.00,Short Term
31602443,100972162,Vadhana,1400.00,Long Term
969278724568743663,485536928,Vadhana,1010.00,Short Term
922390811241058509,502914284,Vadhana,5836.00,Short Term
979433435499185324,209436295,Vadhana,2511.00,Short Term
979593433702401811,262923052,Vadhana,924.00,Short Term
978956338097053803,155126386,Vadhana,3600.00,Short Term
23674905,5858411,Vadhana,36166.00,Short Term
32903919,199624792,Vadhana,1233.00,Short Term
979002494222331462,155126386,Vadhana,1590.00,Short Term
847406131382539208,185602387,Vadhana,4200.00,Long Term
8055144,42521288,Vadhana,5000.00,Short Term
50298738,186524109,Vadhana,500.00,Long Term
655329840759263736,6598548,Vadhana,5000.00,Long Term
928149621388560178,502914284,Vadhana,987.00,Long Term
842624693112357575,502417569,Vadhana,4214.00,Short Term
884415242952042130,292494115,Vadhana,1800.00,Short Term
37271726,280584993,Vadhana,3500.00,Short Term
34127940,199624792,Vadhana,1500.00,Short Term
811335912630799632,185602387,Vadhana,1150.00,Short Term
852092087051260681,182897474,Vadhana,2100.00,Short Term
48021354,138870859,Vadhana,5000.00,Long Term
963614941788140336,21191904,Vadhana,4400.00,Short Term
914154809298629790,314945555,Vadhana,1118.00,Short Term
718576333375866740,182897474,Vadhana,10500.00,Short Term
611195600894411189,424091386,Vadhana,9000.00,Short Term
915476171871068762,314945555,Vadhana,820.00,Short Term
978824418281893425,502914284,Vadhana,5482.00,Short Term
699750498672215820,66837530,Vadhana,2390.00,Short Term
51020997,342113311,Vadhana,899.00,Long Term
847220541129677583,502914284,Vadhana,6118.00,Short Term
943258102793188582,521531953,Vadhana,5196.00,Short Term
929423133295973766,292494115,Vadhana,1710.00,Short Term
11951109,62171292,Vadhana,7000.00,Short Term
4524130,23336937,Vadhana,700.00,Short Term
918637675982998159,185602387,Vadhana,1200.00,Short Term
28165944,212749116,Vadhana,2749.00,Short Term
18880780,126878071,Vadhana,1899.00,Short Term
39232681,301146827,Vadhana,799.00,Short Term
42866171,341350285,Vadhana,914.00,Short Term
36656025,275508932,Vadhana,7595.00,Short Term
884438056199763704,292494115,Vadhana,1710.00,Short Term
35237243,199624792,Vadhana,1400.00,Short Term
852375499665940146,506433087,Vadhana,2200.00,Short Term
862134773950002994,471859999,Vadhana,1160.00,Long Term
929960722748718592,128943709,Vadhana,1450.00,Short Term
948208016601017297,128943709,Vadhana,1350.00,Short Term
929403387623838317,292494115,Vadhana,2100.00,Short Term
826493829704156295,375241276,Vadhana,2000.00,Long Term
949000331465333425,529381370,Vadhana,2744.00,Short Term
822794228491049712,411452860,Vadhana,1060.00,Long Term
29815162,223979512,Vadhana,1500.00,Short Term
34380870,252076709,Vadhana,2914.00,Short Term
831272814684034011,9867720,Vadhana,2222.00,Short Term
568533255275637547,435435287,Vadhana,4100.00,Short Term
849655286560375546,501920630,Vadhana,1686.00,Short Term
810789938202143191,67585919,Vadhana,746.00,Long Term
983764176608628543,501920630,Vadhana,1700.00,Short Term
13696480,79827400,Vadhana,8000.00,Short Term
727204121645494375,15064784,Vadhana,8000.00,Short Term
42341047,336776118,Vadhana,3226.00,Short Term
704153020255902060,449012324,Vadhana,1000.00,Short Term
917347375846630326,520859698,Vadhana,1347.00,Short Term
878661185572734512,505145566,Vadhana,1080.00,Short Term
569176359645565383,435435287,Vadhana,4500.00,Short Term
790266011396665923,340188343,Vadhana,573.00,Short Term
847503020074642924,416454376,Vadhana,6967.00,Short Term
810747547694739628,67585919,Vadhana,746.00,Long Term
11286562,28596883,Vadhana,3358.00,Short Term
24902645,16242431,Vadhana,2929.00,Short Term
879464766393409434,505145566,Vadhana,620.00,Short Term
37586136,283956577,Vadhana,2500.00,Short Term
790251685685460492,340188343,Vadhana,1603.00,Short Term
21670584,157744046,Vadhana,5500.00,Short Term
922092174066698992,67585919,Vadhana,5935.00,Short Term
922322158128865824,67585919,Vadhana,5935.00,Short Term
876505421178920478,511046193,Vadhana,6289.00,Short Term
970958958321523959,132745392,Vadhana,2500.00,Short Term
869154046308887527,494412848,Vadhana,4500.00,Long Term
19893829,64131143,Vadhana,7286.00,Long Term
935909468258137478,501920630,Vadhana,3500.00,Short Term
16292509,80166067,Vadhana,1800.00,Short Term
790460406360583597,340188343,Vadhana,3789.00,Short Term
846349838596988632,501920630,Vadhana,1614.00,Short Term
954859822054328615,531016989,Vadhana,4719.00,Short Term
972020403478078250,85400004,Vadhana,1500.00,Short Term
7282157,34958023,Vadhana,800.00,Long Term
790280473547745220,340188343,Vadhana,2526.00,Short Term
569212239794094246,435435287,Vadhana,6950.00,Short Term
947565614914500692,528956583,Vadhana,5780.00,Short Term
868745573423899434,20917819,Vadhana,1157.00,Short Term
922325485723019130,67585919,Vadhana,6051.00,Short Term
5474276,27353333,Vadhana,2000.00,Short Term
43284894,340188343,Vadhana,2526.00,Short Term
4663946,24020705,Vadhana,1800.00,Short Term
16784882,110905874,Vadhana,2700.00,Short Term
43284495,340188343,Vadhana,1554.00,Short Term
917018934414425468,67859488,Vadhana,960.00,Short Term
28503174,109989043,Vadhana,38000.00,Long Term
35696666,172097916,Vadhana,1200.00,Short Term
683004803280141520,472473479,Vadhana,4646.00,Short Term
810728388089084031,67585919,Vadhana,748.00,Long Term
810774629971897618,67585919,Vadhana,746.00,Long Term
810783526200075252,67585919,Vadhana,831.00,Long Term
810792495899066714,67585919,Vadhana,746.00,Long Term
810803026176950299,67585919,Vadhana,842.00,Long Term
810801015100324434,67585919,Vadhana,842.00,Long Term
874388793764527890,511046193,Vadhana,7649.00,Short Term
876508111087940534,511046193,Vadhana,8329.00,Short Term
21688691,109587365,Vadhana,360.00,Short Term
790264226712277949,340188343,Vadhana,2720.00,Short Term
800978345378579003,9867720,Vadhana,4444.00,Short Term
960565617013452822,501920630,Vadhana,1586.00,Short Term
876470477300227633,186195358,Vadhana,12940.00,Short Term
983742771757948237,520276253,Vadhana,9600.00,Short Term
960129783565761343,501920630,Vadhana,5500.00,Short Term
936572669747528811,144701036,Vadhana,1440.00,Short Term
53689651,151037572,Vadhana,2600.00,Long Term
4313485,22392397,Vadhana,4429.00,Short Term
918751495479250996,267523102,Vadhana,2700.00,Short Term
919919236491951699,293020345,Khlong Toei,4399.00,Short Term
37068297,278809455,Khlong Toei,1700.00,Short Term
51030725,276418453,Khlong Toei,4200.00,Long Term
913499071234176293,515916522,Khlong Toei,4000.00,Short Term
38963697,80909995,Khlong Toei,1300.00,Short Term
867970116429832123,509712684,Khlong Toei,1363.00,Short Term
944696790239536868,264864968,Khlong Toei,766.00,Short Term
969945107852341848,261952180,Khlong Toei,800.00,Short Term
10324572,51627960,Khlong Toei,3000.00,Short Term
28647241,150411704,Khlong Toei,850.00,Short Term
967899875473806953,527749381,Khlong Toei,820.00,Short Term
823093274374911090,94899359,Khlong Toei,1450.00,Short Term
39232852,300487820,Khlong Toei,3000.00,Short Term
43872998,131633225,Khlong Toei,800.00,Short Term
37817320,286232680,Khlong Toei,3999.00,Short Term
962716279980613901,527749381,Khlong Toei,870.00,Short Term
51414638,166559468,Khlong Toei,1237.00,Short Term
919867243810158501,31015834,Khlong Toei,1590.00,Short Term
928504290122711324,18699637,Khlong Toei,2286.00,Short Term
31580244,28775498,Khlong Toei,1100.00,Short Term
16005274,104052828,Khlong Toei,1266.00,Short Term
843349128281691760,153700660,Khlong Toei,960.00,Short Term
940794018154700254,527160524,Khlong Toei,280.00,Short Term
15424391,98862993,Khlong Toei,2200.00,Short Term
37609001,378180502,Khlong Toei,2329.00,Short Term
843148787197821371,224419923,Khlong Toei,4203.00,Short Term
956458815410388283,493412920,Khlong Toei,1700.00,Short Term
38196926,290249656,Khlong Toei,1800.00,Short Term
643957111661627043,125327411,Khlong Toei,765.00,Short Term
41180367,113954424,Khlong Toei,1808.00,Short Term
643951636369690028,125327411,Khlong Toei,765.00,Short Term
4443639,22945905,Khlong Toei,5000.00,Long Term
37608318,276953713,Khlong Toei,2170.00,Long Term
643954796060369240,125327411,Khlong Toei,765.00,Short Term
761875883500534615,488045654,Khlong Toei,1500.00,Long Term
640817038601877418,125327411,Khlong Toei,765.00,Short Term
25983985,119275447,Khlong Toei,10900.00,Short Term
9322134,2150890,Khlong Toei,9042.00,Short Term
956956330928899489,295164261,Khlong Toei,1360.00,Long Term
37198913,279990518,Khlong Toei,1750.00,Short Term
15426277,98862993,Khlong Toei,2200.00,Short Term
644530720281838250,125327411,Khlong Toei,1052.00,Short Term
984378856381973685,341472080,Khlong Toei,2000.00,Short Term
984397996475578428,341472080,Khlong Toei,1680.00,Short Term
922842615474712671,192108273,Khlong Toei,5371.00,Short Term
978609494326524999,482449714,Khlong Toei,1500.00,Short Term
4512873,4837112,Khlong Toei,2170.00,Long Term
