id,listing_url,name,picture_url,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_picture_url,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathroom,bathroom_type,bedrooms,beds,price_cleaned,minimum_nights,review_scores_rating,Term
984316509644473985,https://www.airbnb.com/rooms/984316509644473985,Rental unit in Krung Thep Maha Nakhon,https://a0.muscache.com/pictures/miso/Hosting-950299684671987491/original/c80b0169-d675-458b-acb4-d8f25f8f0c37.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Huai Khwang,Entire home/apt,2,1.000000,bath,1,1,691.00,28,0,Short Term
43444479,https://www.airbnb.com/rooms/43444479,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-43444479/original/7a7ae9d6-5fda-4833-80a8-3a9e70a81b1d.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Huai Khwang,Entire home/apt,2,1.000000,bath,1,1,700.00,28,5,Short Term
978690252927014221,https://www.airbnb.com/rooms/978690252927014221,Rental unit in Krung Thep Maha Nakhon,https://a0.muscache.com/pictures/miso/Hosting-950299684671987491/original/c80b0169-d675-458b-acb4-d8f25f8f0c37.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Huai Khwang,Entire home/apt,2,1.000000,bath,1,1,691.00,28,0,Short Term
39619563,https://www.airbnb.com/rooms/39619563,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-39619563/original/d7c60a09-55ac-4d9e-bc79-d5e7d9350881.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Huai Khwang,Entire home/apt,2,1.000000,bath,1,1,700.00,28,4.83,Short Term
767854746382894709,https://www.airbnb.com/rooms/767854746382894709,Rental unit in Khet Bang Phlat,https://a0.muscache.com/pictures/miso/Hosting-767854746382894709/original/99fd7f00-ba2b-4997-b805-9b2beed23e66.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Bang Phlat,Entire home/apt,2,1.000000,bath,1,1,665.00,25,5,Short Term
40993620,https://www.airbnb.com/rooms/40993620,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-40993620/original/f19abd01-93cb-44b6-9346-d6fcb9099964.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Huai Khwang,Entire home/apt,2,1.000000,bath,1,1,700.00,28,4.88,Short Term
48431369,https://www.airbnb.com/rooms/48431369,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-48431369/original/e9f93ff3-e7c2-4efc-8ae4-f0676bebf25e.png,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Huai Khwang,Entire home/apt,2,1.000000,bath,1,1,736.00,21,4.75,Short Term
39543626,https://www.airbnb.com/rooms/39543626,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-39543626/original/d1a81e55-15fb-47df-beb0-f35ac8e90710.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Huai Khwang,Entire home/apt,4,2.000000,baths,2,2,1289.00,28,5,Short Term
790937057308470052,https://www.airbnb.com/rooms/790937057308470052,Rental unit in Khet Bang Phlat,https://a0.muscache.com/pictures/miso/Hosting-790937057308470052/original/3fb02e91-394d-4399-bffb-07cfdf618a42.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Bang Phlat,Entire home/apt,2,1.000000,bath,1,1,743.00,22,5,Short Term
975859952913255435,https://www.airbnb.com/rooms/975859952913255435,Rental unit in Krung Thep Maha Nakhon,https://a0.muscache.com/pictures/miso/Hosting-950299684671987491/original/c80b0169-d675-458b-acb4-d8f25f8f0c37.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Huai Khwang,Entire home/apt,2,1.000000,bath,1,1,1600.00,28,0,Short Term
683705970105689571,https://www.airbnb.com/rooms/683705970105689571,Condo in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-683705970105689571/original/ec3891fd-40bf-4d03-8875-d4094b388f5c.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1278.00,1,4.86,Short Term
46055241,https://www.airbnb.com/rooms/46055241,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-46055241/original/4db33328-0a41-48f8-bb72-eca27cd433ef.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1347.00,1,4.51,Short Term
46250987,https://www.airbnb.com/rooms/46250987,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-46250987/original/6df04160-1ccf-4846-b1fa-57a5e335fd8e.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1297.00,1,4.73,Short Term
675802027749251618,https://www.airbnb.com/rooms/675802027749251618,Condo in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-675802027749251618/original/2a3c1ca0-b528-4241-a6fd-fd9451f2db1e.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1408.00,1,4.62,Short Term
604780124757665067,https://www.airbnb.com/rooms/604780124757665067,Rental unit in Khet Bang Rak,https://a0.muscache.com/pictures/miso/Hosting-604780124757665067/original/81864c6f-db84-4ee9-8c95-c4e6755bca10.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Bang Rak,Entire home/apt,3,1.000000,bath,2,2,1821.00,1,4.71,Short Term
40711618,https://www.airbnb.com/rooms/40711618,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/db4190d6-70ed-49e8-8cd5-4de503461e96.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,4,1.500000,baths,2,2,2800.00,1,4.83,Short Term
922941963362658361,https://www.airbnb.com/rooms/922941963362658361,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-922941963362658361/original/c8e6e4f9-c285-4891-95ce-52adb2375e45.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1821.00,1,5,Short Term
937348123274204366,https://www.airbnb.com/rooms/937348123274204366,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-937348123274204366/original/d61d7e6c-b225-4e5f-a43b-3c862c8beb4b.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1478.00,1,5,Short Term
933823513068454045,https://www.airbnb.com/rooms/933823513068454045,Rental unit in Watthana,https://a0.muscache.com/pictures/miso/Hosting-933823513068454045/original/9ac754b3-e33b-451b-9c86-59a5a4b72213.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,954.00,1,5,Short Term
948962455731407885,https://www.airbnb.com/rooms/948962455731407885,Rental unit in Watthana,https://a0.muscache.com/pictures/miso/Hosting-948962455731407885/original/ffcd9898-bd8e-4591-9455-959f63f2f47d.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1478.00,1,5,Short Term
786580384742119025,https://www.airbnb.com/rooms/786580384742119025,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-786580384742119025/original/56d42a9b-f784-4762-a7cd-401d4e758571.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,3,2.000000,baths,2,2,1392.00,30,5,Long Term
42567625,https://www.airbnb.com/rooms/42567625,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/2d103b92-db08-4215-825b-7fbbb39acda5.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.500000,baths,1,1,1478.00,1,4.75,Short Term
45319877,https://www.airbnb.com/rooms/45319877,Condo in Khet Khlong Toei,https://a0.muscache.com/pictures/af38ced0-f0d8-416a-94bc-22fa673cd89a.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1478.00,1,4.61,Short Term
40712540,https://www.airbnb.com/rooms/40712540,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/3c1eac55-4899-4386-bc0d-a2ad313d5875.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,4,1.500000,baths,1,2,2269.00,1,4.76,Short Term
38807029,https://www.airbnb.com/rooms/38807029,Condo in Khet Khlong Toei,https://a0.muscache.com/pictures/af38ced0-f0d8-416a-94bc-22fa673cd89a.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1478.00,1,4.69,Short Term
34483729,https://www.airbnb.com/rooms/34483729,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/b6555fdc-49e1-400d-9d0f-6f99b157385f.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Ratchathewi,Entire home/apt,2,1.000000,bath,1,1,791.00,3,4.64,Short Term
678611692048944244,https://www.airbnb.com/rooms/678611692048944244,Rental unit in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-678611692048944244/original/cd4c650f-0c97-4ea3-acea-edc1396da38e.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,4,2.000000,baths,2,2,1626.00,1,4.53,Short Term
948303552562294279,https://www.airbnb.com/rooms/948303552562294279,Rental unit in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-948303552562294279/original/2a023905-d132-454d-a640-db4b4c013339.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,2,1.000000,bath,1,2,758.00,1,4.67,Short Term
949711030208434501,https://www.airbnb.com/rooms/949711030208434501,Rental unit in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-915792616103262351/original/7709dbf4-9996-4716-b6d5-beb91530d17d.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,4,2.000000,baths,2,2,1641.00,1,3,Short Term
40974582,https://www.airbnb.com/rooms/40974582,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/b6555fdc-49e1-400d-9d0f-6f99b157385f.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Ratchathewi,Entire home/apt,2,1.000000,bath,1,1,1284.00,3,4.71,Short Term
845931757059129836,https://www.airbnb.com/rooms/845931757059129836,Rental unit in Khet Phra Khanong,https://a0.muscache.com/pictures/miso/Hosting-845931757059129836/original/90456ac8-902c-4e63-adf7-c48354f6e75e.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Phra Khanong,Entire home/apt,2,1.000000,bath,1,1,1886.00,1,4.78,Short Term
955515247035103592,https://www.airbnb.com/rooms/955515247035103592,Rental unit in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-944472922324175066/original/99ad309d-50c2-4c86-af65-37af5dc5dcfb.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,3,1.000000,bath,1,2,2100.00,1,5,Short Term
913283001169277058,https://www.airbnb.com/rooms/913283001169277058,Condo in Watthana,https://a0.muscache.com/pictures/miso/Hosting-913283001169277058/original/8231a33f-fe44-4401-a92b-e0432ce04b3c.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Vadhana,Shared room,5,1.000000,shared bath,0,2,1344.00,1,0,Short Term
983011046566595754,https://www.airbnb.com/rooms/983011046566595754,Rental unit in Ratchathewi,https://a0.muscache.com/pictures/miso/Hosting-945476073706795010/original/390ccf2c-9b26-4179-9081-9435f8fc32df.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Ratchathewi,Entire home/apt,4,2.000000,baths,2,2,2714.00,3,0,Short Term
935021472377456788,https://www.airbnb.com/rooms/935021472377456788,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/miso/Hosting-935021472377456788/original/8a33955a-c3b5-43e7-bf94-ce37c038ed27.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Ratchathewi,Entire home/apt,2,1.000000,bath,1,1,786.00,3,4.6,Short Term
679406315374226180,https://www.airbnb.com/rooms/679406315374226180,Condo in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-679406315374226180/original/770741af-9e3b-40fb-ac68-7c5a051a3532.png,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,2,1.000000,bath,1,2,1080.00,1,4.76,Short Term
867074696387570588,https://www.airbnb.com/rooms/867074696387570588,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-867074696387570588/original/b386f1c4-65f6-4119-b3dd-652ee93e0e07.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1306.00,1,4.79,Short Term
46404538,https://www.airbnb.com/rooms/46404538,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/9e668c9e-edc7-42fb-9264-08339c542c40.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1176.00,1,4.79,Short Term
944472922324175066,https://www.airbnb.com/rooms/944472922324175066,Rental unit in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-944472922324175066/original/99ad309d-50c2-4c86-af65-37af5dc5dcfb.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,3,1.000000,bath,1,2,1292.00,1,5,Short Term
41050832,https://www.airbnb.com/rooms/41050832,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/3e8b059f-cf46-4ef8-b4a0-37092c93c3ec.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,4,1.500000,baths,2,2,2926.00,1,4.46,Short Term
596006150034723525,https://www.airbnb.com/rooms/596006150034723525,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-596006150034723525/original/12bc3b09-689f-461e-ba32-3337a0f21fe5.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Khlong Toei,Entire home/apt,2,1.000000,bath,1,1,1401.00,1,4.64,Short Term
944424873827724400,https://www.airbnb.com/rooms/944424873827724400,Rental unit in Khet Phra Khanong,https://a0.muscache.com/pictures/miso/Hosting-944424873827724400/original/24140d47-4c36-48ad-b6ce-9a3e356967b8.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Phra Khanong,Entire home/apt,2,1.000000,bath,1,1,1477.00,1,0,Short Term
681382178282906322,https://www.airbnb.com/rooms/681382178282906322,Condo in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-681382178282906322/original/23e30995-d32a-4f7c-ab5f-639ec4069db9.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,4,2.000000,baths,2,2,1884.00,1,4.67,Short Term
908364210585606228,https://www.airbnb.com/rooms/908364210585606228,Rental unit in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-908364210585606228/original/f8762204-afb6-492b-af2d-0e1f01f6630f.png,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,2,1.000000,bath,1,2,687.00,1,4.5,Short Term
914146167664518944,https://www.airbnb.com/rooms/914146167664518944,Rental unit in Watthana,https://a0.muscache.com/pictures/miso/Hosting-914146167664518944/original/20f7a6c7-0f66-4ca7-a47f-2b37afb220d5.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Vadhana,Entire home/apt,3,1.000000,bath,1,3,794.00,1,0,Short Term
955507789702020181,https://www.airbnb.com/rooms/955507789702020181,Rental unit in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-948303552562294279/original/2a023905-d132-454d-a640-db4b4c013339.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,2,1.000000,bath,1,2,979.00,1,4.5,Short Term
916909900863111062,https://www.airbnb.com/rooms/916909900863111062,Rental unit in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-916909900863111062/original/f23d9dcd-80c6-49da-8833-f036ac9e79b2.png,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,4,2.000000,baths,2,2,1784.00,1,5,Short Term
967807560689267631,https://www.airbnb.com/rooms/967807560689267631,Rental unit in Ratchathewi,https://a0.muscache.com/pictures/miso/Hosting-945476073706795010/original/390ccf2c-9b26-4179-9081-9435f8fc32df.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Ratchathewi,Entire home/apt,2,1.000000,bath,1,1,3886.00,3,5,Short Term
914116353740163853,https://www.airbnb.com/rooms/914116353740163853,Rental unit in Watthana,https://a0.muscache.com/pictures/miso/Hosting-914116353740163853/original/d8095982-7ac5-41b5-9810-fe2557e7bbf4.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Vadhana,Entire home/apt,2,1.000000,bath,1,1,869.00,1,0,Short Term
934535119932032834,https://www.airbnb.com/rooms/934535119932032834,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/miso/Hosting-934535119932032834/original/1b502cb9-e250-4dd3-9bd1-bb14af651092.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Ratchathewi,Entire home/apt,2,1.000000,bath,1,1,877.00,3,4,Short Term
695271735497068893,https://www.airbnb.com/rooms/695271735497068893,Condo in Khet Ratchathewi,https://a0.muscache.com/pictures/miso/Hosting-695271735497068893/original/c03f4812-fd84-4606-8e73-1329afadb379.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Ratchathewi,Entire home/apt,2,1.000000,bath,1,1,791.00,3,4.67,Short Term
945476073706795010,https://www.airbnb.com/rooms/945476073706795010,Rental unit in Ratchathewi,https://a0.muscache.com/pictures/miso/Hosting-945476073706795010/original/7e6026c0-d214-4ae6-87cf-4c642a62399c.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Ratchathewi,Entire home/apt,2,1.000000,bath,1,1,2627.00,3,5,Short Term
903883881017812261,https://www.airbnb.com/rooms/903883881017812261,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/miso/Hosting-903883881017812261/original/f79f6c1d-40d3-4f39-93ca-c6839bd4006c.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Ratchathewi,Entire home/apt,2,1.000000,bath,1,1,1239.00,2,4.82,Short Term
43606149,https://www.airbnb.com/rooms/43606149,Rental unit in เขต สาทร,https://a0.muscache.com/pictures/62933d38-3304-47c0-90e5-0aaa96e4538e.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,4,2.000000,baths,2,2,1626.00,1,4.76,Short Term
43408010,https://www.airbnb.com/rooms/43408010,Rental unit in เขต สาทร,https://a0.muscache.com/pictures/8ea757bc-68d4-4984-817d-dcf6a2d5aa75.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,2,1.000000,bath,1,2,687.00,1,4.57,Short Term
42259254,https://www.airbnb.com/rooms/42259254,Rental unit in เขต สาทร,https://a0.muscache.com/pictures/cbaf43d4-a81b-4302-8f21-061a754221a2.jpg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,2,1.000000,bath,1,2,787.00,1,4.63,Short Term
719935971842680597,https://www.airbnb.com/rooms/719935971842680597,Condo in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-719935971842680597/original/9d63f0df-26d7-433c-a446-0a7183140808.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Sathon,Entire home/apt,2,1.000000,bath,1,2,758.00,1,4.62,Short Term
954587422561622131,https://www.airbnb.com/rooms/954587422561622131,Rental unit in Krung Thep Maha Nakhon,https://a0.muscache.com/pictures/miso/Hosting-950299684671987491/original/c80b0169-d675-458b-acb4-d8f25f8f0c37.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Huai Khwang,Entire home/apt,2,1.000000,bath,1,1,1000.00,28,0,Short Term
40994289,https://www.airbnb.com/rooms/40994289,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-40994289/original/18153e5e-f2f7-4e53-88c6-2970ead69c5d.jpeg,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Huai Khwang,Entire home/apt,2,1.000000,bath,1,1,1400.00,28,4.6,Short Term
909877292242449230,https://www.airbnb.com/rooms/909877292242449230,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-909877292242449230/original/fe87dca4-111c-4f5f-be8c-7fd1daa3605d.png,52161947,Noons,within an hour,100%,100%,https://a0.muscache.com/im/pictures/user/a5acb4f6-2eed-4889-bab2-1829f907b055.jpg?aki_policy=profile_x_medium,True,Huai Khwang,Entire home/apt,2,1.000000,bath,1,1,1092.00,15,4.78,Short Term
