id,name,picture_url,host_id,neighbourhood_cleansed,room_type,bathroom,bathroom_type,bedrooms,beds,price_cleaned
11170814,Rental unit in Bangkok,https://a0.muscache.com/pictures/33981107-d9db-4465-8e30-e9e87f2b5ac1.jpg,41374574,Ratchathewi,Entire home/apt,1.000000,bath,2,1,3500.00
965597566072050695,Condo in Khet Din Daeng,https://a0.muscache.com/pictures/76a55f57-934a-4c2b-8bc6-6e0632736c5c.jpg,420925085,Din Daeng,Entire home/apt,1.000000,bath,2,3,1250.00
940710989253699650,Hotel in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-940710989253699650/original/913c43de-1f77-4209-84ab-9beea887416d.jpeg,186270866,Sathon,Private room,1.000000,bath,1,2,1199.00
864135069783197708,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/7e337b38-df3d-4202-bddc-4846b625f8af.jpg,490798642,Ratchathewi,Private room,1.000000,private bath,0,1,1199.00
40992119,Hostel in Khet Phaya Thai,https://a0.muscache.com/pictures/d34b68ea-44ec-433c-b49c-97597a010509.jpg,20500449,Phaya Thai,Private room,10.500000,baths,10,18,14286.00
941142989127708599,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/miso/Hosting-941142989127708599/original/d7531b94-f1be-4399-9116-0c14ed2928e4.jpeg,138870859,Parthum Wan,Entire home/apt,1.000000,bath,1,1,1700.00
43345419,Condo in แขวง ลาดยาว เขต จตุจักร,https://a0.muscache.com/pictures/d8123009-a35d-4fe4-83a3-961140f554b7.jpg,345228612,Chatu Chak,Entire home/apt,1.000000,bath,1,1,1600.00
844758205198562648,Rental unit in Khet Don Mueang,https://a0.muscache.com/pictures/miso/Hosting-844758205198562648/original/b7928829-d249-4e27-a41b-dec174aeea68.jpeg,504860156,Don Mueang,Private room,1.000000,private bath,0,1,548.00
32251981,Hostel in Khet Huai Khwang,https://a0.muscache.com/pictures/6c789d59-4afe-4c1a-9c35-bdbbc8fcfa30.jpg,171082741,Huai Khwang,Hotel room,1.000000,private bath,0,4,1449.00
30550077,Home in Khet Chom Thong,https://a0.muscache.com/pictures/5bca1e1d-aab0-429d-a884-e9e7cd456cdd.jpg,48741143,Chom Thong,Entire home/apt,2.000000,baths,3,3,2000.00
38938700,Townhouse in Khet Huai Khwang,https://a0.muscache.com/pictures/6695967b-a45c-4e37-8954-51e9b038d520.jpg,295283523,Huai Khwang,Private room,,half-bath,0,1,900.00
33915566,Home in Khet Bang Sue,https://a0.muscache.com/pictures/fad89e04-e3f8-4889-8e59-4531b99cf66b.jpg,97747670,Bang Sue,Entire home/apt,2.000000,baths,3,3,32000.00
583285548081862470,Condo in Khet Watthana,https://a0.muscache.com/pictures/8b1717ae-f0c9-4576-aa65-c9570bbec9dd.jpg,88438520,Vadhana,Entire home/apt,1.000000,bath,1,1,700.00
921007250401036833,Home in Khet Lat Krabang,https://a0.muscache.com/pictures/1a4b5c19-7af7-4631-8010-33ec569a8ee9.jpg,495809664,Lat Krabang,Entire home/apt,3.000000,baths,3,3,1974.00
42674543,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/95f64e55-507b-4f64-8e3f-ab0f21e79f2f.jpg,339782706,Khlong Toei,Entire home/apt,1.000000,bath,0,0,3500.00
4398507,Rental unit in Bangkok,https://a0.muscache.com/pictures/55242247/9b59a140_original.jpg,22183746,Bang Kho laen,Private room,1.000000,bath,0,3,2224.00
27665101,Home in Khet Phasi Charoen,https://a0.muscache.com/pictures/53dd1804-7f2e-4b5d-badf-ce0680358c25.jpg,158785901,Phasi Charoen,Private room,1.000000,private bath,0,1,1000.00
18605008,Hostel in Bangkok,https://a0.muscache.com/pictures/64d376f8-0449-4e83-bf99-314073febbf6.jpg,119221354,Phra Khanong,Private room,1.000000,private bath,0,1,660.00
674825021817360043,Home in Khet Bang Khae,https://a0.muscache.com/pictures/miso/Hosting-674825021817360043/original/aaf4eaad-7c5e-49a8-873d-39e40458f6e2.jpeg,160029350,Bang Khae,Entire home/apt,1.000000,bath,2,1,900.00
977487404150169869,Hotel in Khet Khan Na Yao,https://a0.muscache.com/pictures/miso/Hosting-977487404150169869/original/7fbc988f-6a94-4158-9d26-f9482323122f.jpeg,493412920,Khan Na Yao,Private room,1.000000,bath,1,1,1700.00
864207674003324283,Rental unit in Khet Watthana,https://a0.muscache.com/pictures/miso/Hosting-864207674003324283/original/977154c5-fac5-45ac-98e4-b714855c29ce.jpeg,474456973,Vadhana,Entire home/apt,1.000000,bath,1,1,1618.00
32114334,Condo in Krung Thep Maha Nakhon,https://a0.muscache.com/pictures/9bc0f89c-b842-4a98-b1c9-d07322a8c631.jpg,240928041,Huai Khwang,Entire home/apt,1.000000,bath,1,1,4500.00
12478453,Hostel in Bangkok,https://a0.muscache.com/pictures/563c05e0-9267-40c9-aef4-26f4d8586759.jpg,29674773,Vadhana,Shared room,1.000000,shared bath,0,10,351.00
9670783,Rental unit in Bangkok,https://a0.muscache.com/pictures/e9289f68-7019-4130-8fb6-9c4679db7f5f.jpg,49974250,Bang Rak,Private room,1.000000,bath,1,1,1190.00
964262796625345734,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-964262796625345734/original/8c321985-634b-4480-b211-a2494f2e9443.jpeg,402093105,Vadhana,Entire home/apt,1.000000,bath,1,1,1652.00
20830335,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-20830335/original/baf6724b-5011-4899-a7c0-d38b9ede91d5.jpeg,82618789,Huai Khwang,Private room,1.000000,private bath,0,1,409.00
35824512,Rental unit in Khet Pathum Wan,https://a0.muscache.com/pictures/43f5ca9f-c9d4-4648-89bd-1eba49274267.jpg,269479412,Parthum Wan,Entire home/apt,1.000000,bath,1,1,1953.00
806349728375223982,Rental unit in Khet Watthana,https://a0.muscache.com/pictures/f90c49f6-4c4e-44a9-a28d-c20e46796e71.jpg,25747986,Vadhana,Entire home/apt,1.000000,bath,1,1,750.00
639600379030660232,Condo in Khet Huai Khwang,https://a0.muscache.com/pictures/50b27476-e981-4480-b2e2-e09302e71423.jpg,268255361,Huai Khwang,Entire home/apt,1.000000,bath,1,1,900.00
660480154818347286,Home in Khet Phra Nakhon,https://a0.muscache.com/pictures/miso/Hosting-660480154818347286/original/1bde8fc2-3c4f-4df0-bafc-aa5c305ceba7.jpeg,234732854,Phra Nakhon,Private room,2.000000,shared baths,0,1,3000.00
787256352717460116,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/miso/Hosting-787248833193719472/original/682a0113-e26a-431b-86f7-426ba5c04623.jpeg,485413319,Ratchathewi,Entire home/apt,1.000000,bath,1,1,800.00
17966282,Condo in Bangkok,https://a0.muscache.com/pictures/19cf730c-203e-44f9-a0bb-2f3a6bd4b019.jpg,61476163,Khlong Toei,Entire home/apt,2.000000,baths,2,2,2800.00
894490392134538558,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-894490392134538558/original/ed3d25b3-47c8-4cf5-bd65-da5dde5a49ad.jpeg,226429939,Khlong Toei,Private room,3.000000,shared baths,0,3,4006.00
22125527,Guest suite in Bang Na,https://a0.muscache.com/pictures/815f2d3b-953c-4d21-95c5-6a80c9977a06.jpg,152786916,Bang Na,Private room,1.000000,private bath,0,1,1500.00
39347834,Dome in Khet Samphanthawong,https://a0.muscache.com/pictures/pro_photo_tool/Hosting-39347834-unapproved/original/4cf35289-8196-4ef8-b05a-e3b24101c1b6.JPEG,302242975,Samphanthawong,Shared room,6.500000,shared baths,0,20,8000.00
8509674,Townhouse in Bangkok,https://a0.muscache.com/pictures/108155515/cc3206e5_original.jpg,29440147,Lat Phrao,Entire home/apt,3.000000,baths,3,3,3000.00
783244982957650567,Serviced apartment in Khet Watthana,https://a0.muscache.com/pictures/7b7155c6-cfb8-4982-99c2-e26be20e70a0.jpg,406403381,Vadhana,Private room,2.000000,baths,2,2,5300.00
43004631,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/9f36b8a7-a6b2-4627-aca4-20ad5adfca7c.jpg,342355962,Khlong Toei,Entire home/apt,1.000000,bath,0,0,3530.00
27555072,Condo in Khet Huai Khwang,https://a0.muscache.com/pictures/022f2122-8a27-4fb6-be97-07c69798957c.jpg,93765655,Huai Khwang,Private room,1.000000,private bath,0,1,1500.00
793666189756891934,Serviced apartment in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-775986821188951537/original/839bdd88-a9b5-4dc5-9b65-5f7fb5691b17.jpeg,19361614,Sathon,Private room,1.000000,private bath,0,2,1500.00
5331758,Rental unit in Yanawa,https://a0.muscache.com/pictures/66611338/e2c4a0f6_original.jpg,27630320,Yan na wa,Entire home/apt,2.000000,baths,2,2,3000.00
633040547300887597,Condo in Khet Chatuchak,https://a0.muscache.com/pictures/miso/Hosting-633040547300887597/original/af8967b2-58fd-464f-8fb2-4ef7b847750f.jpeg,430891331,Chatu Chak,Entire home/apt,1.500000,baths,1,1,1200.00
841710397033740669,Rental unit in Khet Dusit,https://a0.muscache.com/pictures/miso/Hosting-841710397033740669/original/ecea071a-9dec-4a94-9734-29000ac9f048.jpeg,504257797,Dusit,Private room,1.000000,private bath,0,1,1336.00
40045411,Condo in Khet Suan Luang,https://a0.muscache.com/pictures/fe27fca4-adbd-40cd-94cd-45db1708492e.jpg,147141485,Bang Kapi,Private room,1.000000,private bath,0,0,1650.00
969855687410477839,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/hosting/Hosting-969855687410477839/original/5a953c83-71e9-40b6-b3cf-41f7d36ccccf.jpeg,532094926,Huai Khwang,Entire home/apt,1.500000,baths,1,2,2149.00
41759298,Hotel in Khet Khlong San,https://a0.muscache.com/pictures/b19ea3b2-fc21-4202-ae72-c4622e36ce34.jpg,327258386,Khlong San,Private room,1.000000,private bath,1,1,800.00
925045304220201770,Home in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-925045304220201770/original/b023ab99-6cbc-4b3a-be28-def5565a6264.jpeg,515911187,Khlong Toei,Entire home/apt,1.000000,bath,1,1,1722.00
980220302408325335,Hotel in Khet Phra Nakhon,https://a0.muscache.com/pictures/hosting/Hosting-980220302408325335/original/839b4391-4eb4-41da-97a2-ec38da10c8ac.jpeg,31015834,Phra Nakhon,Private room,1.000000,bath,1,1,1192.00
978623586750192490,Hotel in Khet Phra Nakhon,https://a0.muscache.com/pictures/miso/Hosting-978623586750192490/original/6e47012b-cbc4-47d1-83e9-6532733c3ea1.jpeg,536229952,Phra Nakhon,Private room,,,1,1,1440.00
30835919,Hostel in Khet Ratchathewi,https://a0.muscache.com/pictures/3ea89ff6-c7b4-48d0-b163-5b642db5d6de.jpg,226784821,Ratchathewi,Shared room,2.000000,shared baths,0,5,413.00
967714110620521092,Rental unit in Watthana,https://a0.muscache.com/pictures/miso/Hosting-967714110620521092/original/c49a404c-f9a7-44f2-baf4-4ed4acb829e7.jpeg,175239962,Vadhana,Entire home/apt,1.000000,bath,1,1,2100.00
982970193822346136,Rental unit in Watthana,https://a0.muscache.com/pictures/miso/Hosting-982970193822346136/original/8daed71f-e78f-4949-92ae-a05bf2863b3e.jpeg,215327582,Vadhana,Entire home/apt,1.000000,bath,1,1,2150.00
43143600,Condo in Khet Khlong Toei,https://a0.muscache.com/pictures/20f2ed3b-613b-4b4c-896b-fc30a975e021.jpg,343477785,Khlong Toei,Private room,1.500000,baths,1,1,832.00
948818040191055774,Rental unit in Watthana,https://a0.muscache.com/pictures/miso/Hosting-943076839259140147/original/800cf9f5-9bb5-4886-beee-2cc334e25e26.jpeg,157729648,Vadhana,Entire home/apt,1.000000,bath,1,1,499.00
10179988,Home in Khet Taling Chan,https://a0.muscache.com/pictures/1ecb7824-2c4c-4273-8e22-02441bc1c04b.jpg,37135412,Taling Chan,Entire home/apt,4.000000,baths,4,4,2500.00
877506814333492016,Condo in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-877506814333492016/original/65661fb0-e36d-4d8a-ba01-61c9a7a6d168.jpeg,461296730,Huai Khwang,Entire home/apt,1.000000,bath,1,1,1600.00
28686774,Rental unit in Khet Bangkok Noi,https://a0.muscache.com/pictures/6ea546fa-c78c-4034-9b12-933c2578154d.jpg,216418065,Bangkok Noi,Private room,1.000000,private bath,1,1,1200.00
43350856,Condo in Khet Khlong Toei,https://a0.muscache.com/pictures/1b2927de-f565-4174-80fa-affc6109f460.jpg,89519327,Khlong Toei,Entire home/apt,1.000000,bath,0,1,940.00
43192197,Rental unit in Khet Watthana,https://a0.muscache.com/pictures/31f77aee-1d09-40ed-83d8-7aa7deda4ffa.jpg,343902392,Vadhana,Entire home/apt,2.000000,baths,0,3,933.00
12259517,Condo in Bangkok,https://a0.muscache.com/pictures/71dde55a-d89b-4ff2-9346-31ddbab8ed7b.jpg,33122027,Suanluang,Private room,1.000000,bath,0,1,3219.00
16784337,Condo in Bangkok,https://a0.muscache.com/pictures/b15a8a25-4cd2-4dc7-95f5-61065249cfdf.jpg,47256527,Vadhana,Private room,1.000000,private bath,0,1,2000.00
820180563527131259,Home in Khet Sai Mai,https://a0.muscache.com/pictures/e9865095-30a5-4294-aaf5-f014bb9d7b4b.jpg,477513255,Sai Mai,Entire home/apt,2.000000,baths,2,2,1627.00
846440274076100413,Rental unit in Khet Bang Kapi,https://a0.muscache.com/pictures/18c7042b-c026-4440-88cb-b1e3a365b77a.jpg,402093105,Bang Kapi,Entire home/apt,2.000000,baths,2,2,1384.00
838690553172959780,Loft in Khet Pathum Wan,https://a0.muscache.com/pictures/d81c431d-0e89-42b1-ae56-63d209310706.jpg,503476941,Parthum Wan,Private room,10.000000,baths,10,20,1500.00
33671894,Bed and breakfast in Khet Din Daeng,https://a0.muscache.com/pictures/7d5fb4b4-aa4d-4b33-bd5b-c007e4ec2107.jpg,253587319,Din Daeng,Shared room,4.000000,shared baths,0,8,360.00
38437322,Rental unit in Khet Yan Nawa,https://a0.muscache.com/pictures/916ffcb1-9a3c-47fb-9700-fc8cbbf9dc2f.jpg,124863072,Yan na wa,Entire home/apt,1.000000,bath,2,2,3852.00
965304618416031457,Home in Khet Sathon,https://a0.muscache.com/pictures/a2b43600-121b-448e-94f7-323243aeb425.jpg,23208097,Sathon,Entire home/apt,3.000000,baths,4,5,8186.00
43607842,Condo in Khet Suan Luang,https://a0.muscache.com/pictures/af04ed8b-ece8-438d-95c4-6299a3a35265.jpg,348159302,Suanluang,Private room,1.000000,shared bath,0,1,1200.00
40044194,Rental unit in Khet Bang Phlat,https://a0.muscache.com/pictures/123845a7-cc8c-4487-aef1-33690752a8e3.jpg,272358230,Bang Phlat,Entire home/apt,1.000000,bath,1,1,800.00
806281921784645382,Rental unit in Khet Watthana,https://a0.muscache.com/pictures/miso/Hosting-806281921784645382/original/d39bcb65-c831-4c95-b49b-df9139909f7d.jpeg,434168399,Vadhana,Entire home/apt,1.000000,bath,1,1,4480.00
945644427296462048,Townhouse in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-945644427296462048/original/75c84e25-c4d4-4d77-b880-ec0e5247b8ed.jpeg,7454779,Sathon,Private room,1.000000,shared bath,1,2,1184.00
737436304151595308,Hotel in Bangkok,https://a0.muscache.com/pictures/prohost-api/Hosting-737436304151595308/original/0796afcd-2030-4646-8348-ffb44dc35868.jpeg,483117990,Vadhana,Private room,1.000000,bath,1,1,3814.00
47543540,Boutique hotel in Min Buri,https://a0.muscache.com/pictures/cf9cb804-0e19-4a3e-bd76-3941c7391282.jpg,368820871,Min Buri,Private room,1.000000,private bath,1,2,950.00
32804510,Home in Khet Suan Luang,https://a0.muscache.com/pictures/18d9220d-ab94-4d74-97b9-a1bd7357c0b2.jpg,43561134,Suanluang,Entire home/apt,1.000000,bath,1,1,6000.00
833823752057218393,Hotel in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-833823752057218393/original/dc700d09-5c6a-462f-93d4-742f0b2639a7.jpeg,500877320,Huai Khwang,Private room,1.000000,private bath,2,2,4157.00
933218689100478102,Rental unit in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-933218689100478102/original/34513027-d973-4a5b-ad36-df9bbef91e19.jpeg,434168399,Sathon,Entire home/apt,1.000000,bath,1,1,2250.00
843294738206531362,Rental unit in Khet Watthana,https://a0.muscache.com/pictures/miso/Hosting-843294738206531362/original/fea34a36-97e2-4df5-8ef1-2abaf07d439d.jpeg,434168399,Vadhana,Entire home/apt,2.000000,baths,3,3,10320.00
954209996327223643,Guesthouse in Krung Thep Maha Nakhon,https://a0.muscache.com/pictures/miso/Hosting-954209996327223643/original/f71e7941-67c7-44ab-ae77-c34f4a3d2ff5.jpeg,494951773,Thung khru,Private room,2.000000,baths,2,2,399.00
39736027,Serviced apartment in Huay Kwang,https://a0.muscache.com/pictures/ee69d5e5-1726-4ed2-aa7d-cbb4c792d0d5.jpg,304429524,Huai Khwang,Entire home/apt,1.000000,bath,1,1,4686.00
948971570407269339,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/miso/Hosting-711141143297426504/original/1a6a9e95-6327-41d9-a796-6200e47a320e.jpeg,344327171,Ratchathewi,Entire home/apt,1.000000,bath,2,2,1200.00
971741190230184035,Rental unit in Khet Sathon,https://a0.muscache.com/pictures/miso/Hosting-749934710136320748/original/cde0a379-15b9-41bd-b291-2472bf15124c.jpeg,227771817,Sathon,Entire home/apt,1.500000,baths,1,1,1100.00
936048129609113834,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/bbb02b9a-c064-4b51-9c4c-d985e8e0e5eb.jpg,165997904,Din Daeng,Entire home/apt,1.500000,baths,1,1,1700.00
17886523,Rental unit in Bangkok,https://a0.muscache.com/pictures/df0abf64-210d-41ae-a4a4-ea9214aedc0e.jpg,116221299,Phra Khanong,Private room,1.000000,private bath,0,1,2700.00
983623996415920534,Rental unit in Khet Suan Luang,https://a0.muscache.com/pictures/c603d45f-6349-40cb-b860-9c1156c21136.jpg,259670420,Suanluang,Entire home/apt,1.000000,bath,1,1,968.00
43173449,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/2d99fd06-cadc-40b7-8c8c-17223dbe4973.jpg,342783799,Khlong Toei,Private room,1.000000,private bath,0,1,6614.00
20664765,Condo in Krung Thep Maha Nakhon,https://a0.muscache.com/pictures/7af21550-4bf0-45c7-9616-71f5d5154e3a.jpg,143901608,Huai Khwang,Private room,1.000000,private bath,2,1,1150.00
779494533973612287,Condo in Khet Thon Buri,https://a0.muscache.com/pictures/miso/Hosting-779494533973612287/original/54112222-7990-4baf-acdc-142e79bca784.jpeg,162044864,Thon buri,Entire home/apt,1.000000,bath,1,4,670.00
804039672537969857,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/miso/Hosting-804039672537969857/original/e5c0a1c9-9bf0-455c-89eb-0da483760695.jpeg,478213381,Ratchathewi,Private room,1.500000,baths,1,2,1353.00
798157201052206724,Hotel in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-798157201052206724/original/69f5788d-261d-4fe8-800a-9b4dafb4c6ae.jpeg,452705319,Huai Khwang,Private room,1.500000,baths,1,1,1619.00
896945234391367745,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/637f1a8a-0d9e-4e00-85e3-b38ef7ebd408.jpg,515934791,Huai Khwang,Entire home/apt,1.500000,baths,1,1,1529.00
13760476,Rental unit in Bangkok,https://a0.muscache.com/pictures/ab3d4a0c-89c9-4bd1-a8cc-9960ad6df937.jpg,80670185,Phaya Thai,Private room,1.000000,bath,1,1,890.00
16785518,"Place to stay in klongtan nuea,wattana",https://a0.muscache.com/pictures/4188bb09-a1e0-45f5-acbf-452641198249.jpg,111512711,Vadhana,Shared room,2.000000,shared baths,0,2,590.00
41451624,Condo in Khet Suan Luang,https://a0.muscache.com/pictures/ec91a50d-89dd-43f5-b894-1bdd945014a1.jpg,93816219,Suanluang,Entire home/apt,1.000000,bath,1,1,999.00
35165443,Rental unit in Khet Bang Na,https://a0.muscache.com/pictures/913676cc-e846-43c3-b8ea-d3d628340687.jpg,86991723,Bang Na,Entire home/apt,1.500000,baths,0,2,2000.00
40749911,Rental unit in Khet Suan Luang,https://a0.muscache.com/pictures/605bb96a-7c49-447a-a481-af4432bc9307.jpg,316436546,Suanluang,Entire home/apt,1.000000,bath,1,1,1700.00
41759869,Hotel in Khet Khlong San,https://a0.muscache.com/pictures/c5a8cabe-1d82-478a-9ce6-9b0fbd39ec97.jpg,327258386,Khlong San,Private room,1.000000,private bath,1,1,700.00
856319151817638679,Rental unit in Pomprab,https://a0.muscache.com/pictures/miso/Hosting-856319151817638679/original/adfb0bce-5bb1-437a-8853-7a405ae0ef92.jpeg,506389560,Samphanthawong,Entire home/apt,1.000000,bath,1,1,1410.00
16623043,Rental unit in Bangkok,https://a0.muscache.com/pictures/babc9a8a-992b-4c9c-9def-d97a05ede51f.jpg,30813577,Vadhana,Private room,3.000000,baths,0,3,10000.00
862975099527282555,Loft in Khet Bang Sue,https://a0.muscache.com/pictures/miso/Hosting-862975099527282555/original/6e03ee60-7665-4808-962e-3298ff93b351.jpeg,42656541,Bang Sue,Private room,1.000000,private bath,1,1,2000.00
32185094,Rental unit in Khet Bueng Kum,https://a0.muscache.com/pictures/1ad6cb98-e6cd-430f-8484-c334faa30c64.jpg,26004700,Bueng Kum,Private room,40.000000,baths,40,40,4500.00
38171091,Serviced apartment in Khet Sathon,https://a0.muscache.com/pictures/5011a58c-833f-4355-9ccf-5dda1e91b5c4.jpg,290027248,Sathon,Hotel room,1.000000,bath,1,1,4757.00
34811625,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/e0f8b404-139e-4457-a7d0-4e8046e1ba72.jpg,262451297,Huai Khwang,Private room,1.000000,private bath,0,1,2350.00
35472159,Bed and breakfast in Din Daeng,https://a0.muscache.com/pictures/726664a2-1645-4ee3-b1ee-63f2d3d15ad8.jpg,253587319,Din Daeng,Hotel room,1.000000,private bath,1,1,1000.00
28472247,Boutique hotel in Khet Pathum Wan,https://a0.muscache.com/pictures/d7d9659d-3a99-4669-a4e0-a285a4ebc35d.jpg,68154488,Bang Rak,Private room,1.000000,private bath,1,1,2128.00
817040850156017984,Rental unit in Khet Watthana,https://a0.muscache.com/pictures/miso/Hosting-817040850156017984/original/9038214b-8ed3-4054-ab61-51aaa1fed9b4.jpeg,498984163,Vadhana,Entire home/apt,2.000000,baths,2,2,1916.00
25936805,Rental unit in กรุงเทพมหานคร,https://a0.muscache.com/pictures/ede5726e-d7d0-455d-ac92-8972e4f56b40.jpg,171082741,Vadhana,Entire home/apt,1.000000,bath,1,1,2000.00
5170712,Rental unit in Bangkok,https://a0.muscache.com/pictures/873abf46-b3ec-4349-9026-e1eb3d4cceef.jpg,26741833,Phra Khanong,Private room,1.000000,bath,1,1,525.00
28472346,Boutique hotel in Khet Pathum Wan,https://a0.muscache.com/pictures/d7d9659d-3a99-4669-a4e0-a285a4ebc35d.jpg,68154488,Bang Rak,Private room,1.000000,private bath,1,1,2128.00
934580863186095201,Rental unit in Watthana,https://a0.muscache.com/pictures/miso/Hosting-934580863186095201/original/cfe82e05-2794-4529-812c-761dad59edae.png,434168399,Vadhana,Entire home/apt,1.000000,bath,1,1,3500.00
920653118391353738,Rental unit in Khet Phra Khanong,https://a0.muscache.com/pictures/miso/Hosting-920653118391353738/original/d8d5e292-52d6-46c3-9693-58a01c4bc50f.jpeg,9550104,Phra Khanong,Entire home/apt,1.000000,bath,0,1,800.00
915781328977030920,Rental unit in Khet Phaya Thai,https://a0.muscache.com/pictures/miso/Hosting-915781328977030920/original/348cee58-86a3-466c-9a44-d081a099e0c5.jpeg,42258971,Phaya Thai,Private room,1.000000,private bath,1,1,950.00
10673643,Condo in Thailand,https://a0.muscache.com/pictures/miso/Hosting-10673643/original/10bb18d8-7114-4911-9481-267c31cebf9b.jpeg,48337226,Chatu Chak,Private room,1.000000,private bath,0,3,3617.00
52502934,Serviced apartment in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-52502934/original/69baac2b-b211-4834-8da8-94f63d5ace6b.jpeg,424936520,Huai Khwang,Private room,1.000000,shared bath,1,1,550.00
984767573994377836,Rental unit in Khet Pathum Wan,https://a0.muscache.com/pictures/hosting/Hosting-984767573994377836/original/ac63e57a-12a9-4d5c-8846-a66c51663ebe.jpeg,538000441,Parthum Wan,Entire home/apt,1.000000,bath,1,1,1600.00
12878566,Home in Bangkok,https://a0.muscache.com/pictures/ec8ba781-5d7b-4d40-927c-3ae2dd656601.jpg,67561763,Saphan Sung,Private room,2.000000,baths,0,2,900.00
562687940694624929,Serviced apartment in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-562687940694624929/original/1a57b0e0-1277-490b-bce1-d607bd0cba24.png,424936520,Huai Khwang,Private room,1.000000,private bath,1,1,850.00
42916816,Rental unit in Khet Bang Kapi,https://a0.muscache.com/pictures/37123c0f-a29f-4b27-9d86-3761204ccd62.jpg,341184121,Bang Kapi,Private room,1.000000,private bath,1,0,2500.00
27380178,Serviced apartment in Asoke,https://a0.muscache.com/pictures/cd0e3eb2-046f-4324-bc1d-d8697ee4f76f.jpg,98598351,Vadhana,Hotel room,1.000000,private bath,1,2,6257.00
976480303940892007,Hotel in Khet Bang Rak,https://a0.muscache.com/pictures/miso/Hosting-976480303940892007/original/3d92a706-100b-4e6f-8159-30ad5cd9ae11.jpeg,493412920,Bang Rak,Private room,1.000000,bath,1,1,3500.00
15208923,Rental unit in Bangkok,https://a0.muscache.com/pictures/b78fa8ac-b333-45d6-80f2-178891b8926f.jpg,6610171,Vadhana,Private room,1.000000,bath,0,1,2093.00
28750265,Hostel in Phra Khanong,https://a0.muscache.com/pictures/9119bbb7-f2ce-40a5-b4fb-72fc658621c5.jpg,89252726,Khlong Toei,Private room,8.000000,shared baths,1,10,1980.00
977840854192877586,Rental unit in Khet Khlong Toei,https://a0.muscache.com/pictures/miso/Hosting-977840854192877586/original/a1ad27c4-ae88-4da1-98b1-64823882f96f.jpeg,397035,Khlong Toei,Entire home/apt,1.000000,bath,1,1,1300.00
891913241865240768,Rental unit in Khet Suan Luang,https://a0.muscache.com/pictures/1176959e-1439-4ff9-b50e-de2c430e8a60.jpg,514844975,Suanluang,Entire home/apt,1.500000,baths,1,1,600.00
763289649770328846,Rental unit in Khet Ratchathewi,https://a0.muscache.com/pictures/hosting/Hosting-763289649770328846/original/99a159d6-8651-48d6-97ed-cad42160b041.jpeg,149897292,Ratchathewi,Entire home/apt,1.000000,bath,1,1,1650.00
903363969357296905,Villa in Khet Watthana,https://a0.muscache.com/pictures/miso/Hosting-903363969357296905/original/07cc67a0-eb0c-4c81-9b5e-6591964ed078.jpeg,94583961,Vadhana,Entire home/apt,1.000000,bath,1,1,2529.00
12801482,Bed and breakfast in Bangkok,https://a0.muscache.com/pictures/67239ea1-2b3f-4dbe-aba0-70fff0e3bd9c.jpg,69748617,Ratchathewi,Private room,1.000000,shared bath,0,1,1266.00
917222956656655868,Rental unit in Khet Huai Khwang,https://a0.muscache.com/pictures/miso/Hosting-917222956656655868/original/27ba9485-f2ff-470f-a879-b42d67ae4144.jpeg,20133201,Huai Khwang,Entire home/apt,1.000000,bath,1,4,1594.00
33299701,Rental unit in Khet Chatuchak,https://a0.muscache.com/pictures/a64bf20f-4177-40f8-8966-0ae76a9811cd.jpg,248824367,Chatu Chak,Entire home/apt,1.000000,bath,1,1,2390.00
27509047,Rental unit in Khet Don Mueang,https://a0.muscache.com/pictures/99adf844-29d0-4e75-b177-ddd7645be918.jpg,207413025,Don Mueang,Private room,1.000000,private bath,0,1,750.00
