id,host_id,neighbourhood_cleansed,room_type,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,Group_rating_score,Group_scores_accuracy,Group_scores_cleanliness,Group_scores_communication,Group_score_location
19901997,26534119,Don Mueang,Private room,14,5,4.93,5,4.93,5,4.64,Excellence,Excellence,Excellence,Excellence,Excellence
730890624381751993,264864968,Din Daeng,Entire home/apt,8,5,5,4.75,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
760754030005377094,487641615,Huai Khwang,Entire home/apt,9,5,5,4.89,5,5,4.44,Excellence,Excellence,Excellence,Excellence,Good
830449787693413643,402093105,Vadhana,Entire home/apt,4,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
4742911,24448702,Vadhana,Entire home/apt,3,5,4.67,4.67,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
899671164313800890,503133898,Khlong Toei,Entire home/apt,3,5,5,4.67,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
883098356807089107,39487575,Bang Sue,Private room,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
38074535,20776923,Phaya Thai,Entire home/apt,35,5,4.89,4.94,4.86,4.91,4.69,Excellence,Excellence,Excellence,Excellence,Excellence
870855456067594406,488807562,Phaya Thai,Entire home/apt,9,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
42041642,325514125,Vadhana,Private room,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
28117819,61526036,Khlong Toei,Entire home/apt,14,5,4.93,4.79,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
856220597859099848,507261838,Parthum Wan,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
765563906993172827,467343405,Phaya Thai,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
901860491614355798,81577630,Saphan Sung,Private room,2,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
669713083867520049,34503647,Parthum Wan,Entire home/apt,6,5,5,4.83,4.83,4.83,5,Excellence,Excellence,Excellence,Excellence,Excellence
940541289422026946,523820194,Khlong Toei,Entire home/apt,3,5,4.67,4.67,5,5,4.67,Excellence,Excellence,Excellence,Excellence,Excellence
817904107735613225,2129668,Bang Kho laen,Entire home/apt,4,5,5,4.75,4.75,5,4.75,Excellence,Excellence,Excellence,Excellence,Excellence
11593131,9580549,Bangkok Yai,Entire home/apt,49,5,5,4.95,5,4.98,4.53,Excellence,Excellence,Excellence,Excellence,Excellence
35338035,266047791,Phra Nakhon,Private room,17,5,5,4.88,5,5,4.94,Excellence,Excellence,Excellence,Excellence,Excellence
970717771720565521,52161947,Ratchathewi,Entire home/apt,2,5,5,5,4.5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
21030659,21393261,Khlong San,Entire home/apt,3,5,5,4.67,5,5,4.33,Excellence,Excellence,Excellence,Excellence,Good
25630119,193107295,Lak Si,Private room,14,5,4.79,4.93,5,4.93,4.43,Excellence,Excellence,Excellence,Excellence,Good
672211270090519313,342113311,Bang Na,Entire home/apt,7,5,5,4.71,5,5,4.86,Excellence,Excellence,Excellence,Excellence,Excellence
33082646,44481291,Khan Na Yao,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
754697890991477035,281258403,Lat Phrao,Entire home/apt,11,5,5,4.91,5,5,4.82,Excellence,Excellence,Excellence,Excellence,Excellence
33593683,253148010,Vadhana,Entire home/apt,2,5,5,5,5,4.5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
601165475742073932,348573141,Phra Nakhon,Private room,16,5,4.94,5,4.94,5,4.75,Excellence,Excellence,Excellence,Excellence,Excellence
930769778058713834,284242450,Khlong San,Entire home/apt,6,5,5,5,4.83,5,4.83,Excellence,Excellence,Excellence,Excellence,Excellence
801131742832435292,30570167,Bang Kho laen,Entire home/apt,5,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
892683810609260363,28558403,Huai Khwang,Entire home/apt,2,5,5,4.5,4.5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
12338816,24205018,Lat Krabang,Private room,3,5,5,5,4.67,4.67,4,Excellence,Excellence,Excellence,Excellence,Good
15338321,9683986,Lak Si,Entire home/apt,9,5,5,4.89,5,5,4.67,Excellence,Excellence,Excellence,Excellence,Excellence
797390909994712530,406403381,Vadhana,Private room,5,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
812591737501428449,148528085,Huai Khwang,Entire home/apt,3,5,5,5,4.67,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
33077452,248396375,Don Mueang,Private room,9,5,5,4.89,5,5,4.89,Excellence,Excellence,Excellence,Excellence,Excellence
51335587,341188013,Huai Khwang,Entire home/apt,4,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
910084055649005949,384667014,Bang Na,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
4572647,9509219,Vadhana,Entire home/apt,2,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
948245925007896312,523820194,Khlong Toei,Entire home/apt,2,5,5,4,5,5,5,Excellence,Excellence,Good,Excellence,Excellence
41492631,71762015,Khlong Toei,Entire home/apt,2,5,5,4.5,5,5,4,Excellence,Excellence,Excellence,Excellence,Good
3732347,12557032,Bang Kapi,Entire home/apt,3,5,5,5,5,5,4.67,Excellence,Excellence,Excellence,Excellence,Excellence
859789945159516404,58981906,Sathon,Entire home/apt,18,5,4.89,4.83,5,4.94,4.67,Excellence,Excellence,Excellence,Excellence,Excellence
53623444,112341236,Phra Khanong,Private room,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
31074634,21113405,Bang Na,Entire home/apt,6,5,4.8,4.8,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
841426284274640305,76375764,Chatu Chak,Entire home/apt,7,5,5,5,5,5,4.71,Excellence,Excellence,Excellence,Excellence,Excellence
915501273414671353,520276253,Vadhana,Private room,4,5,4.5,5,5,5,4.75,Excellence,Excellence,Excellence,Excellence,Excellence
815488747792477879,366204842,Yan na wa,Entire home/apt,7,5,5,4.86,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
776361977923676900,490530185,Vadhana,Entire home/apt,20,5,5,5,4.95,5,4.95,Excellence,Excellence,Excellence,Excellence,Excellence
736644113202903101,181931374,Pra Wet,Private room,6,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
875017869274952764,130247910,Phra Khanong,Entire home/apt,10,5,4.9,5,4.9,4.9,4.8,Excellence,Excellence,Excellence,Excellence,Excellence
948457757575025909,115758511,Khlong Toei,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
740321278421063253,434168399,Khlong Toei,Entire home/apt,2,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
940256573350617911,124153641,Khlong Toei,Entire home/apt,2,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
940339399217544345,124153641,Khlong Toei,Entire home/apt,4,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
863621146021632728,45130538,Sathon,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
939513050812767925,124153641,Khlong Toei,Entire home/apt,4,5,4.75,4.75,4.5,5,4,Excellence,Excellence,Excellence,Excellence,Good
939136670410588767,124153641,Khlong Toei,Entire home/apt,5,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
752578674821053959,484995816,Bangkok Noi,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
940176610670900055,124153641,Khlong Toei,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
815532225876369626,320795722,Bang Phlat,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
29557501,212004527,Huai Khwang,Entire home/apt,9,5,5,4.78,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
938742385351531436,124153641,Khlong Toei,Entire home/apt,3,5,5,5,5,4.67,4.33,Excellence,Excellence,Excellence,Excellence,Good
686221214494698984,449012324,Vadhana,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
809834265872804087,107094197,Suanluang,Private room,3,5,5,4.67,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
697703511274257745,44554036,Bang Sue,Entire home/apt,4,5,5,4.75,5,5,4.25,Excellence,Excellence,Excellence,Excellence,Good
874271277999505796,153793,Vadhana,Entire home/apt,2,5,5,5,4,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
921686616072947996,94668537,Bangkok Yai,Private room,4,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
863600463337857463,9435259,Phra Khanong,Entire home/apt,3,5,5,4.67,5,5,4.33,Excellence,Excellence,Excellence,Excellence,Good
940147875834097708,124153641,Khlong Toei,Entire home/apt,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
678422091895738418,131270916,Khlong San,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
43444479,52161947,Huai Khwang,Entire home/apt,5,5,4.8,4.8,4.8,5,4.6,Excellence,Excellence,Excellence,Excellence,Excellence
40872308,10628048,Bang Na,Entire home/apt,13,5,5,5,5,4.92,4.85,Excellence,Excellence,Excellence,Excellence,Excellence
51131989,2092389,Vadhana,Entire home/apt,9,5,5,5,4.78,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
933875727756540116,253787977,Phra Khanong,Entire home/apt,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
53386634,431512297,Huai Khwang,Entire home/apt,9,5,4.89,4.89,5,5,3.89,Excellence,Excellence,Excellence,Excellence,Fair Good
870195587457742715,398600809,Phasi Charoen,Entire home/apt,4,5,4.5,5,5,5,4,Excellence,Excellence,Excellence,Excellence,Good
701238911459109907,23503077,Huai Khwang,Entire home/apt,6,5,5,5,4.67,4.83,3.83,Excellence,Excellence,Excellence,Excellence,Fair Good
931733281809012792,494290512,Huai Khwang,Entire home/apt,4,5,5,5,5,5,4.75,Excellence,Excellence,Excellence,Excellence,Excellence
805676466086032008,20917819,Vadhana,Private room,42,5,4.98,4.98,5,4.98,4.93,Excellence,Excellence,Excellence,Excellence,Excellence
751711761611752496,270215556,Huai Khwang,Entire home/apt,17,5,4.76,5,4.88,4.82,4.94,Excellence,Excellence,Excellence,Excellence,Excellence
895344720523850557,507913126,Phra Khanong,Entire home/apt,7,5,5,5,4.86,5,4.86,Excellence,Excellence,Excellence,Excellence,Excellence
671392569095388473,340150263,Bang Rak,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
10587908,15256652,Huai Khwang,Entire home/apt,12,5,4.83,4.5,5,5,4.83,Excellence,Excellence,Excellence,Excellence,Excellence
13026267,71891918,Khlong San,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
828023732122626279,94668537,Bangkok Yai,Private room,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
844143233624758271,504752222,Bang Na,Private room,6,5,4.83,4.83,5,5,4.67,Excellence,Excellence,Excellence,Excellence,Excellence
820101987828539418,125406964,Parthum Wan,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
946275013972261102,513921590,Vadhana,Entire home/apt,3,5,4.67,4.67,5,5,4.67,Excellence,Excellence,Excellence,Excellence,Excellence
959726400776264837,511064929,Bang Rak,Entire home/apt,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
768362934089893683,311502525,Bang Kapi,Entire home/apt,3,5,5,5,5,5,4.33,Excellence,Excellence,Excellence,Excellence,Good
561135365330172346,5423856,Phra Khanong,Entire home/apt,8,5,5,5,5,5,4.88,Excellence,Excellence,Excellence,Excellence,Excellence
20148208,8793103,Saphan Sung,Private room,3,5,4.5,5,5,5,3.5,Excellence,Excellence,Excellence,Excellence,Fair Good
45458442,306704320,Din Daeng,Entire home/apt,4,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
51004092,24955578,Din Daeng,Entire home/apt,54,5,4.98,5,4.96,4.96,4.81,Excellence,Excellence,Excellence,Excellence,Excellence
27818628,130701385,Bang Rak,Hotel room,2,5,5,4.5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
29440458,21191904,Bang Rak,Entire home/apt,15,5,4.93,4.93,5,5,4.93,Excellence,Excellence,Excellence,Excellence,Excellence
886815173944471992,46987508,Ratchathewi,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
41988296,327365883,Ratchathewi,Entire home/apt,2,5,5,4,5,4.5,5,Excellence,Excellence,Good,Excellence,Excellence
951098230053847467,127300279,Vadhana,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
20756842,72302266,Don Mueang,Private room,2,5,3,4,5,5,5,Excellence,Fair,Good,Excellence,Excellence
9818770,46632358,Bang Rak,Entire home/apt,3,5,5,4.5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
946416926172201927,519449052,Bang Na,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
908517404040595239,234695865,Khlong Toei,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
903479164701709602,501920630,Vadhana,Entire home/apt,2,5,5,5,4.5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
963709749512669066,123828822,Vadhana,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
34266462,62272632,Khlong Toei,Entire home/apt,4,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
40240427,162537040,Din Daeng,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
875462067560935650,489532900,Vadhana,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
929296310972252894,17505666,Vadhana,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
799729984314161740,121945929,Vadhana,Entire home/apt,7,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
33896533,255945997,Ratchathewi,Private room,15,5,5,4.67,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
565500399376729845,59814984,Ratchathewi,Entire home/apt,2,5,5,4,4.5,5,4,Excellence,Excellence,Good,Excellence,Good
769309574620850618,120142497,Bang Sue,Entire home/apt,7,5,5,5,4.86,5,4.71,Excellence,Excellence,Excellence,Excellence,Excellence
866564849318695008,509401639,Khlong Toei,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
808254333459110534,461296730,Khlong Toei,Entire home/apt,4,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
737298955453759382,483527115,Phra Nakhon,Private room,3,5,5,5,5,4.67,5,Excellence,Excellence,Excellence,Excellence,Excellence
912054362721686028,341188013,Huai Khwang,Entire home/apt,4,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
50508962,15419517,Sathon,Entire home/apt,4,5,5,4.75,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
22383523,163680726,Huai Khwang,Private room,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
36533254,9550104,Bang Na,Entire home/apt,9,5,5,4.67,5,4.78,4.44,Excellence,Excellence,Excellence,Excellence,Good
931555172335099989,506075785,Huai Khwang,Entire home/apt,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
933040305305955203,128418761,Huai Khwang,Private room,6,5,4.83,4.83,5,4.83,5,Excellence,Excellence,Excellence,Excellence,Excellence
36152409,38126726,Din Daeng,Entire home/apt,8,5,5,4.88,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
41122861,34872196,Huai Khwang,Entire home/apt,4,5,5,5,5,5,4.75,Excellence,Excellence,Excellence,Excellence,Excellence
43439387,182891701,Bang Kapi,Entire home/apt,2,5,5,5,4,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
35474922,266898220,Ratchathewi,Hotel room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
862899745697726068,221642164,Vadhana,Entire home/apt,10,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
933220154127399003,506389560,Huai Khwang,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
730097619785741109,70213615,Phra Khanong,Entire home/apt,29,5,5,4.97,5,5,4.93,Excellence,Excellence,Excellence,Excellence,Excellence
902560193372229583,487618699,Phra Khanong,Entire home/apt,8,5,5,5,4.88,5,4.63,Excellence,Excellence,Excellence,Excellence,Excellence
927887600878834283,487618699,Phra Khanong,Entire home/apt,2,5,5,4,5,5,4.5,Excellence,Excellence,Good,Excellence,Excellence
893168506110879989,246749027,Don Mueang,Private room,8,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
820520333595043382,10485950,Khlong Toei,Entire home/apt,5,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
44196860,276418453,Bang Sue,Entire home/apt,3,5,5,4.33,5,5,5,Excellence,Excellence,Good,Excellence,Excellence
814162424516823604,72049296,Khlong Toei,Entire home/apt,8,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
852919526873466437,501920630,Vadhana,Entire home/apt,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
917630030727611297,89820474,Huai Khwang,Entire home/apt,6,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
954258991487959050,124153641,Khlong Toei,Entire home/apt,6,5,5,5,5,5,4.67,Excellence,Excellence,Excellence,Excellence,Excellence
45070183,319850762,Suanluang,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
681636945448478625,449012324,Vadhana,Private room,4,5,5,4.75,5,4.5,4.75,Excellence,Excellence,Excellence,Excellence,Excellence
24233487,172607821,Sathon,Entire home/apt,21,5,5,4.95,5,5,4.95,Excellence,Excellence,Excellence,Excellence,Excellence
954886323121897708,54813664,Ratchathewi,Entire home/apt,10,5,5,4.91,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
767854746382894709,52161947,Bang Phlat,Entire home/apt,3,5,4.67,5,5,5,4.33,Excellence,Excellence,Excellence,Excellence,Good
949016436565656459,130247910,Phra Khanong,Entire home/apt,9,5,4.78,4.89,5,4.56,4.67,Excellence,Excellence,Excellence,Excellence,Excellence
871444590539835609,487618699,Phra Khanong,Entire home/apt,9,5,4.67,5,4.67,5,4.89,Excellence,Excellence,Excellence,Excellence,Excellence
906175263106013561,67676792,Khlong Toei,Private room,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
733216479160303917,134974883,Huai Khwang,Entire home/apt,7,5,4.86,4.71,4.86,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
40254480,219301393,Ratchathewi,Entire home/apt,7,5,5,4.86,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
931551015753614312,506075785,Huai Khwang,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
35635184,268084284,Bang Kapi,Entire home/apt,5,5,5,5,5,5,4.6,Excellence,Excellence,Excellence,Excellence,Excellence
6067815,23874296,Vadhana,Entire home/apt,5,5,5,4.75,5,5,4.75,Excellence,Excellence,Excellence,Excellence,Excellence
917122001656617576,312545246,Vadhana,Entire home/apt,4,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
687512600877353541,461455435,Bang Rak,Entire home/apt,11,5,4.91,4.91,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
956248481030564904,530406154,Vadhana,Entire home/apt,2,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
6171215,24777734,Bang Kapi,Entire home/apt,14,5,5,5,5,5,4.43,Excellence,Excellence,Excellence,Excellence,Good
635818775339918935,340150263,Bang Rak,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
36247925,105689479,Huai Khwang,Private room,8,5,4.75,4.75,5,4.88,4.63,Excellence,Excellence,Excellence,Excellence,Excellence
30541178,135603167,Bang Kapi,Entire home/apt,11,5,4.91,4.64,5,5,4.36,Excellence,Excellence,Excellence,Excellence,Good
39543626,52161947,Huai Khwang,Entire home/apt,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
31593449,210977652,Bang Khae,Private room,2,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
20046611,47885533,Vadhana,Entire home/apt,2,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
791696388771873372,157804575,Huai Khwang,Entire home/apt,2,5,5,5,4,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
874548362505782482,221642164,Vadhana,Entire home/apt,6,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
842354760583126631,34533730,Huai Khwang,Entire home/apt,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
940517105409972674,523820194,Khlong Toei,Entire home/apt,2,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
880138641996087124,77328579,Khlong Toei,Entire home/apt,5,5,4.8,4.4,5,5,5,Excellence,Excellence,Good,Excellence,Excellence
867168507750723930,77328579,Khlong Toei,Entire home/apt,5,5,4.8,5,5,4.8,5,Excellence,Excellence,Excellence,Excellence,Excellence
41467229,42894383,Huai Khwang,Entire home/apt,52,5,4.98,4.92,5,5,4.83,Excellence,Excellence,Excellence,Excellence,Excellence
940314238787542353,523820194,Khlong Toei,Entire home/apt,3,5,4.67,4.67,5,4.67,4.33,Excellence,Excellence,Excellence,Excellence,Good
24441585,292635,Khlong Toei,Entire home/apt,3,5,5,5,4.67,5,4.67,Excellence,Excellence,Excellence,Excellence,Excellence
890317203448307618,112414885,Khlong Toei,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
966580118240028422,533060464,Khlong Toei,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
801053285401388132,20133201,Khlong Toei,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
13901944,78268151,Chatu Chak,Private room,5,5,5,4.8,4.8,5,4,Excellence,Excellence,Excellence,Excellence,Good
756098233295103047,478213381,Khlong Toei,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
851347178142915484,506075785,Huai Khwang,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
16139502,51074483,Ratchathewi,Hotel room,2,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
34046973,257095045,Phra Nakhon,Hotel room,5,5,5,5,4.6,4.6,5,Excellence,Excellence,Excellence,Excellence,Excellence
838272665646716390,34533730,Huai Khwang,Entire home/apt,4,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
8440174,44438467,Huai Khwang,Entire home/apt,9,5,5,5,5,5,4.89,Excellence,Excellence,Excellence,Excellence,Excellence
35860464,58325499,Suanluang,Entire home/apt,4,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
966485793126314737,523820194,Khlong Toei,Entire home/apt,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
24750410,116685386,Vadhana,Private room,2,5,5,5,3.5,5,3.5,Excellence,Excellence,Excellence,Excellence,Fair Good
940051116700121177,523820194,Khlong Toei,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
25046526,159375409,Huai Khwang,Private room,6,5,5,5,4.83,5,4.17,Excellence,Excellence,Excellence,Excellence,Good
25434663,51074483,Ratchathewi,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
40706788,289023695,Phaya Thai,Private room,9,5,4.78,4.78,4.89,4.67,4.44,Excellence,Excellence,Excellence,Excellence,Good
764245245443928549,63073442,Huai Khwang,Entire home/apt,5,5,5,5,4.8,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
32925750,196741252,Phaya Thai,Private room,3,5,4.67,4.67,5,5,4,Excellence,Excellence,Excellence,Excellence,Good
21147383,106949718,Vadhana,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
27878124,196741252,Phaya Thai,Private room,2,5,5,4.5,5,4.5,4,Excellence,Excellence,Excellence,Excellence,Good
28823469,196741252,Phaya Thai,Private room,2,5,5,5,5,5,3.5,Excellence,Excellence,Excellence,Excellence,Fair Good
796001070190913203,3714303,Vadhana,Entire home/apt,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
934269321497598976,506389560,Huai Khwang,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
889014078981313983,514253582,Vadhana,Private room,3,5,4.67,5,5,5,4.67,Excellence,Excellence,Excellence,Excellence,Excellence
615535027742124655,456579033,Thon buri,Private room,12,5,4.92,4.92,4.75,5,4.42,Excellence,Excellence,Excellence,Excellence,Good
843955836282808723,341188013,Bang Phlat,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
940368096062877392,124153641,Khlong Toei,Entire home/apt,3,5,5,5,5,5,4.67,Excellence,Excellence,Excellence,Excellence,Excellence
914925907818974847,520170030,Din Daeng,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
728541020694804781,9550104,Bang Na,Entire home/apt,3,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
858936565204571571,507852775,Ratchathewi,Entire home/apt,5,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
811652610325641344,173760794,Bangkok Noi,Entire home/apt,5,5,5,5,4.8,5,4.6,Excellence,Excellence,Excellence,Excellence,Excellence
40378711,11628972,Phaya Thai,Private room,2,5,4.5,4.5,4.5,4.5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
786914972390447367,405506632,Khlong Toei,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
781368963929013310,173760794,Bangkok Noi,Entire home/apt,11,5,5,5,5,5,4.91,Excellence,Excellence,Excellence,Excellence,Excellence
50354861,62075045,Khlong Toei,Entire home/apt,19,5,5,5,4.89,5,4.89,Excellence,Excellence,Excellence,Excellence,Excellence
37199031,279988731,Khan Na Yao,Entire home/apt,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
769952549816688272,489411481,Parthum Wan,Entire home/apt,14,5,4.93,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
53787780,102811177,Phaya Thai,Private room,13,5,4.85,4.92,5,4.92,4.85,Excellence,Excellence,Excellence,Excellence,Excellence
597426361415531843,111844630,Parthum Wan,Entire home/apt,18,5,5,4.89,4.83,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
638782436976148928,460991516,Chatu Chak,Private room,2,5,5,5,5,5,5,Excellence,Excellence,Excellence,Excellence,Excellence
61000,294896,Bang Phlat,Entire home/apt,2,5,5,5,5,5,4.5,Excellence,Excellence,Excellence,Excellence,Excellence
